claim_id	passenger_id	flight_id	flight_number	claim_date	issue_type	bag_description	bag_weight_kg	declared_value_eur	status	resolution_days	compensation_paid_eur	handling_agent
CLM00884	PAX00026355	FL0000622	LH5373	03-10-2021	Delayed	Grey Tumi backpack	22.4	888.26	Denied		0	Lufthansa LEOS
CLM00885	PAX00021931	FL0009143	LH2334	10-01-2024	Delayed	Blue Samsonite carry-on	12.3	1565.04	In Progress	9		Swissport
CLM00886	PAX00023096	FL0007052	LH6790	2023-10-01	Damaged	Red duffel bag	14.3	1319.47	Resolved		0	Lufthansa LEOS
CLM00887	PAX00041572	FL0011693	LH5960	2024-08-03	Delayed	Brown leather bag	14.6	956.65	Denied	20	0	Lufthansa LEOS
CLM00888	PAX00043667	FL0001002	LH2613	2022-03-31	Damaged	Grey Tumi backpack	16.2	2181.99	Resolved	1	0	Lufthansa LEOS
CLM00889	PAX00004205	FL0008045	LH862	2023-11-08	Delayed	Grey Tumi backpack	21.3	EUR 272.19	Pending	36	0	Swissport
CLM00890	PAX00023674	FL0011041	LH9084	2024-06-16	Damaged	Grey Tumi backpack	25.0	430.4	Resolved	29	984.04	Lufthansa LEOS
CLM00891	PAX00035855	FL0007462	LH3297	2023-09-23	Damaged	Blue Samsonite carry-on	27.4	2001.82	Resolved		0	Lufthansa LEOS
CLM00892	PAX00023481	FL0001141	LH6858	2021-12-03	Delayed	Black Rimowa suitcase	30.0	733.88	Resolved	28	0	Swissport
CLM00893	PAX00025091	FL0004700	LH7820	2022-11-29	Delayed	Blue Samsonite carry-on	27.7	2052.77	Resolved	31	0	Lufthansa LEOS
CLM00894	PAX00018868	FL0003904	LH3909	2022-08-29	Lost	Black Rimowa suitcase	11.2	EUR 1448.25	In Progress	14	198.13	Lufthansa LEOS
CLM00895	PAX00028354	FL0004208	LH4213	2023-01-05	Delayed	Red duffel bag	15.4	403.15	Resolved	8	0	Fraport Ground Services
CLM00896	PAX00015187	FL0012020	LH3238	2024-06-25	Lost	Grey Tumi backpack	17.3	351.79	In Progress	39	1089.88	Swissport
CLM00897	PAX00020435	FL0008145	LH4137	2023-09-23	Delayed	Brown leather bag	12.7	1082.36	In Progress		0	Fraport Ground Services
CLM00898	PAX00023436	FL0008273	LH3883	2023-12-05	Lost	Grey Tumi backpack	16.7	197.48	Resolved	35	861.47	Swissport
CLM00899	PAX00038783	FL0002093	LH7241	2022-07-24	Damaged	Red duffel bag	29.3	1048.67	Resolved	11	$1495.71	Lufthansa LEOS
CLM00900	PAX00030061	FL0002068	LH950	2022-07-10	Delayed	Red duffel bag	22.4	1602.29	Resolved	21	0	Fraport Ground Services
CLM00901	PAX00041569	FL0002510	LH1702	2022-04-16	Delayed	Red duffel bag	31.4	255.36	Resolved	27	0	Swissport
CLM00902	PAX00028093	FL0005875	LH4749	2023-04-08	Lost	Red duffel bag	19.2	1478.19	Pending	23	0	Swissport
CLM00903	PAX00037369	FL0002682	LH4649	2022-07-21	Delayed	Brown leather bag	20.1	926.47	Denied	9	0	Lufthansa LEOS
CLM00904	PAX00039146	FL0009374	LH5954	2024-06-04	Damaged	Brown leather bag	31.9	1191.35	Pending	31	1174.89	Lufthansa LEOS
CLM00905	PAX00007103	FL0011785	LH8785	2024-07-23	Delayed	Brown leather bag	17.6	EUR 2144.11	Resolved	20	0	Fraport Ground Services
CLM00906	PAX00012782	FL0004348	LH245	2022-11-27	Damaged	Brown leather bag	12.8	1680.03	In Progress	13	320.43	Swissport
CLM00907	PAX00026926	FL0009647	LH7122	2024-04-02	Lost	Black Rimowa suitcase	21.2	1005.19	In Progress	9	0	Fraport Ground Services
CLM00908	PAX00007451	FL0000057	LH4708	2021-11-19	Delayed	Green hardcase	30.0	2395.01	In Progress	7	0	Fraport Ground Services
CLM00909	PAX00030521	FL0009555	LH8658	2024-05-01	Delayed	Brown leather bag	31.1	363.56	Pending		0	Lufthansa LEOS
CLM00910	PAX00022563	FL0005793	LH8662	2023-06-12	Delayed	Blue Samsonite carry-on	17.6	2228.26	Resolved	20	0	Lufthansa LEOS
CLM00911	PAX00008349	FL0009497	LH3078	2024-03-07	Delayed	Blue Samsonite carry-on	23.2	1307.39	In Progress		0	Swissport
CLM00912	PAX00042799	FL0012133	LH9038	2024-11-11	Delayed	Brown leather bag	11.3	2421.56	Pending	13	0	Lufthansa LEOS
CLM00913	PAX00000162	FL0000328	LH5642	2021-11-12	Damaged	Green hardcase	8.6	1650.44	Pending	23	242.1	Lufthansa LEOS
CLM00914	PAX00043189	FL0010196	LH808	2024-04-18	Lost	Green hardcase	31.4	1315.6	Pending	2	0	Lufthansa LEOS
CLM00915	PAX00008643	FL0010485	LH5323	2024-04-08	Lost	Red duffel bag	13.8	569.51	Pending		371.12	Fraport Ground Services
CLM00916	PAX00026033	FL0003274	LH6036	2022-11-17	Delayed	Blue Samsonite carry-on	13.0	923.2	In Progress	16	0	Lufthansa LEOS
CLM00917	PAX00003240	FL0006930	LH2415	2023-05-30	Delayed	Grey Tumi backpack	11.7	300.52	Pending	9	0	Lufthansa LEOS
CLM00918	PAX00008804	FL0001681	LH7889	2022-01-28	Delayed	Red duffel bag	14.5	1585.13	In Progress		0	Lufthansa LEOS
CLM00919	PAX00014771	FL0009210	LH8313	2024-06-10	Damaged	Blue Samsonite carry-on	29.2	1432.5	In Progress		160.46	Fraport Ground Services
CLM00920	PAX00023476	FL0011142	LH365	2024-09-01	Delayed	Red duffel bag	30.9	1866.12	Resolved	6		Swissport
CLM00921	PAX00016179	FL0005058	LH4728	2023-04-10	Delayed	Grey Tumi backpack	23.9	2230.25	Resolved		0	Lufthansa LEOS
CLM00922	PAX00019565	FL0011257	LH8183	2024-05-13	Lost	Grey Tumi backpack	25.0	2025.12	In Progress	41	0	Swissport
CLM00923	PAX00008711	FL0009287	LH9568	2024-05-05	Delayed	Black Rimowa suitcase	13.3	EUR 1623.03	Resolved	25	0	Lufthansa LEOS
CLM00924	PAX00016614	FL0007688	LH8951	2023-12-04	Delayed	Red duffel bag	10.0	1075.18	Resolved		0	Fraport Ground Services
CLM00925	PAX00039967	FL0010944	LH950	2024-10-01	Lost	Grey Tumi backpack	14.0	543.08	Resolved	30	249.4	Fraport Ground Services
CLM00926	PAX00006968	FL0002765	LH8386	01-07-2022	Damaged	Green hardcase	10.3	499.18	Pending	10	1450.97	Fraport Ground Services
CLM00927	PAX00020963	FL0001671	LH4820	2022-02-07	Delayed	Grey Tumi backpack	9.9	571.43	In Progress	28	0	Swissport
CLM00928	PAX00007915	FL0010855	LH1476	2024-05-13	Delayed	Blue Samsonite carry-on	29.3	2107.48	In Progress	13	0	Lufthansa LEOS
CLM00929	PAX00033034	FL0006520	LH7795	2023-04-29	Delayed	Red duffel bag	8.3	1663.94	Resolved		0	Swissport
CLM00930	PAX00012241	FL0005120	LH8201	2023-06-06	Delayed	Green hardcase	15.3	1916.28	Pending	11	0	Fraport Ground Services
CLM00931	PAX00008707	FL0006207	LH9083	2023-05-15	Damaged	Grey Tumi backpack	19.0	933.99	Resolved	24	0	Swissport
CLM00932	PAX00017163	FL0006665	LH7623	2023-07-23	Lost	Grey Tumi backpack	30.3	1069.5	Denied	29	$1077.62	Lufthansa LEOS
CLM00933	PAX00028347	FL0003307	LH4890	2022-11-13	Delayed	Blue Samsonite carry-on	14.0	1340.5	In Progress		0	Lufthansa LEOS
CLM00934	PAX00014356	FL0007493	LH9533	2023-09-10	Lost	Grey Tumi backpack	15.5	1858.07	Pending		1326.75	Fraport Ground Services
CLM00935	PAX00041005	FL0010571	LH7234	2024-08-16	Delayed	Red duffel bag	28.2	299.74	In Progress	40	0	Swissport
CLM00936	PAX00034256	FL0003529	LH2843	2022-10-04	Lost	Black Rimowa suitcase	23.3	1846.14	Resolved	33	595.57	Lufthansa LEOS
CLM00937	PAX00007701	FL0001918	LH2014	2022-06-14	Delayed	Brown leather bag	10.7	713.08	Denied	9	0	Lufthansa LEOS
CLM00938	PAX00012515	FL0011676	LH2102	21-09-2024	Lost	Brown leather bag	23.6	247.78	Resolved	29	0	Fraport Ground Services
CLM00939	PAX00005374	FL0002317	LH2807	2022-05-04	Damaged	Grey Tumi backpack	22.4	486.31	Resolved		574.93	Fraport Ground Services
CLM00940	PAX00013161	FL0001040	LH6771	06-02-2022	Delayed	Black Rimowa suitcase	25.4	930.06	Resolved	9	0	Lufthansa LEOS
CLM00941	PAX00042436	FL0011145	LH4009	14-08-2024	Delayed	Red duffel bag	30.5	1960.68	Resolved	9	0	Lufthansa LEOS
CLM00942	PAX00021026	FL0006491	LH3726	2023-05-24	Damaged	Grey Tumi backpack	11.5	943.23	Pending	11	0	Swissport
CLM00943	PAX00034456	FL0011218	LH6003	2024-09-30	Damaged	Blue Samsonite carry-on	20.8	2011.57	Pending	22	413.02	Fraport Ground Services
CLM00944	PAX00014637	FL0004339	LH7904	2023-01-23	Delayed	Brown leather bag	27.9	980.41	Resolved	3	0	Swissport
CLM00945	PAX00034438	FL0011639	LH472	2024-06-15	Lost	Black Rimowa suitcase	26.4	406.62	In Progress		0	Swissport
CLM00946	PAX00018671	FL0005158	LH9761	2023-04-11	Delayed	Black Rimowa suitcase	17.9	2445.85	In Progress	44	0	Swissport
CLM00947	PAX00023794	FL0010999	LH1297	2024-05-29	Delayed	Blue Samsonite carry-on	10.6	1360.73	In Progress	29	0	Fraport Ground Services
CLM00948	PAX00030452	FL0002018	LH9962	19-07-2022	Delayed	Grey Tumi backpack	25.4	2294.18	Resolved	28	0	Fraport Ground Services
CLM00949	PAX00040485	FL0008052	LH5717	2024-02-28	Delayed	Green hardcase	21.3	574.71	Resolved	37	0	Swissport
CLM00950	PAX00021081	FL0007596	LH3879	13-11-2023	Delayed	Blue Samsonite carry-on	19.6	339.87	Resolved	42	0	Fraport Ground Services
CLM00951	PAX00024534	FL0010798	LH5583	2024-08-25	Delayed	Blue Samsonite carry-on	29.1	977.36	Resolved	3	0	Lufthansa LEOS
CLM00952	PAX00025526	FL0009117	LH7157	2024-05-09	Delayed	Black Rimowa suitcase	12.5	542.29	In Progress	32	0	Swissport
CLM00953	PAX00030414	FL0002207	LH3899	2022-08-24	Lost	Grey Tumi backpack	17.9	312.02	In Progress		119.06	Fraport Ground Services
CLM00954	PAX00011161	FL0011458	LH3390	2024-10-02	Delayed	Green hardcase	16.7	2250.28	Resolved	9	0	Lufthansa LEOS
CLM00955	PAX00028821	FL0008412	LH5253	2023-12-29	Delayed	Red duffel bag	30.6	2311.92	Resolved	36	0	Lufthansa LEOS
CLM00956	PAX00042053	FL0007255	LH8601	2023-10-16	Damaged	Grey Tumi backpack	30.4	1178.45	Pending	4	427.31	Lufthansa LEOS
CLM00957	PAX00043045	FL0008280	LH685	2023-11-18	Delayed	Blue Samsonite carry-on	23.9	876.5	In Progress		0	Lufthansa LEOS
CLM00958	PAX00034380	FL0011861	LH5453	2024-10-21	Delayed	Black Rimowa suitcase	16.9	1163.03	Resolved	2	0	Fraport Ground Services
CLM00959	PAX00005817	FL0009975	LH7571	2024-05-01	Delayed	Green hardcase	12.0	1745.17	Pending	13	0	Lufthansa LEOS
CLM00960	PAX00043205	FL0010390	LH8723	2024-02-27	Delayed	Green hardcase	28.2	1336.28	Resolved	30	0	Fraport Ground Services
CLM00961	PAX00039979	FL0011317	LH6897	2024-08-30	Lost	Blue Samsonite carry-on	30.9	1885.51	Pending	24	1493.6	Swissport
CLM00962	PAX00002075	FL0004185	LH8504	2022-12-03	Delayed	Red duffel bag	19.8	2358.45	Resolved	8	0	Swissport
CLM00963	PAX00039667	FL0000365	LH3647	2021-09-20	Delayed	Green hardcase	22.2	911.88	Resolved	5	0	Fraport Ground Services
CLM00964	PAX00018389	FL0001442	LH4036	2022-02-04	Pilfered	Green hardcase	20.9	1288.56	Resolved	8	825.12	Lufthansa LEOS
CLM00965	PAX00004456	FL0008440	LH8945	21-12-2023	Lost	Brown leather bag	21.8	774.15	Pending	20	107.11	Swissport
CLM00966	PAX00015169	FL0006440	LH2594	2023-07-30	Delayed	Red duffel bag	31.4	2417.23	Denied		0	Fraport Ground Services
CLM00967	PAX00039270	FL0002872	LH6381	2022-07-13	Lost	Brown leather bag	11.8	684.96	Resolved	43	0	Fraport Ground Services
CLM00968	PAX00012203	FL0009237	LH4219	2024-03-28	Delayed	Grey Tumi backpack	25.2	1977.09	Resolved	15	0	Fraport Ground Services
CLM00969	PAX00036265	FL0003869	LH9200	2022-09-19	Pilfered	Grey Tumi backpack	30.4	263.27	Resolved	38	432.68	Swissport
CLM00970	PAX00017938	FL0000887	LH8745	2022-02-16	Damaged	Red duffel bag	12.2	EUR 335.17	Pending	35	793.91	Swissport
CLM00971	PAX00029834	FL0001459	LH482	2021-12-22	Damaged	Blue Samsonite carry-on	13.6	524.83	Denied	2	328.59	Fraport Ground Services
CLM00972	PAX00043184	FL0010198	LH952	2024-04-23	Delayed	Red duffel bag	21.3	1638.16	In Progress		0	Lufthansa LEOS
CLM00973	PAX00008317	FL0006958	LH9432	2023-07-19	Lost	Green hardcase	29.2	1427.57	Denied	31	0	Lufthansa LEOS
CLM00974	PAX00005360	FL0000145	LH4007	2022-01-11	Delayed	Green hardcase	10.3	2314.1	Resolved		0	Fraport Ground Services
CLM00975	PAX00031169	FL0004451	LH6650	2023-02-28	Lost	Blue Samsonite carry-on	28.1	2106.0	Resolved		0	Swissport
CLM00976	PAX00005732	FL0006882	LH6940	2023-08-05	Damaged	Green hardcase	13.2	2462.23	Denied	7	0	Lufthansa LEOS
CLM00977	PAX00005762	FL0005705	LH2383	2023-05-13	Lost	Brown leather bag	29.7	2088.9	Denied	34	334.12	Lufthansa LEOS
CLM00978	PAX00003795	FL0006302	LH3954	09-08-2023	Pilfered	Green hardcase	30.2	1864.43	Resolved	1	992.01	Fraport Ground Services
CLM00979	PAX00004720	FL0001021	LH9175	2022-04-05	Lost	Red duffel bag	28.7	885.53	Pending	33	0	Swissport
CLM00980	PAX00011233	FL0011589	LH3332	2024-09-20	Delayed	Green hardcase	19.7	2486.64	Resolved		0	Fraport Ground Services
CLM00981	PAX00013386	FL0003408	LH9031	28-10-2022	Damaged	Red duffel bag	26.2	2107.64	In Progress	24	627.65	Swissport
CLM00982	PAX00030961	FL0006499	LH3934	2023-09-03	Pilfered	Grey Tumi backpack	14.6	918.83	Pending	16	0	Swissport
CLM00983	PAX00022367	FL0007632	LH3443	2023-11-02	Delayed	Brown leather bag	10.8	756.56	Resolved	29	0	Swissport
CLM00984	PAX00028887	FL0004940	LH9754	2023-04-28	Delayed	Black Rimowa suitcase	9.2	534.21	Denied	44	0	Swissport
CLM00985	PAX00009445	FL0011681	LH7367	2024-08-16	Lost	Brown leather bag	23.7	778.21	Pending	34	855.9	Fraport Ground Services
CLM00986	PAX00015867	FL0002918	LH5453	2022-10-06	Damaged	Grey Tumi backpack	22.3	956.2	Resolved	3	1209.55	Fraport Ground Services
CLM00987	PAX00033990	FL0009772	LH7067	2024-03-29	Delayed	Blue Samsonite carry-on	26.1	455.88	Resolved	16	0	Lufthansa LEOS
CLM00988	PAX00020994	FL0008208	LH4971	26-02-2024	Lost	Brown leather bag	19.9	859.22	Resolved	13	0	Fraport Ground Services
CLM00989	PAX00019328	FL0009222	LH7649	29-12-2023	Delayed	Black Rimowa suitcase	30.5	1299.33	Pending	14	0	Swissport
CLM00990	PAX00028891	FL0004940	LH9754	2023-05-16	Delayed	Grey Tumi backpack	19.5	241.47	In Progress	3	0	Swissport
CLM00991	PAX00004398	FL0004319	LH7058	2023-04-02	Delayed	Blue Samsonite carry-on	16.9	2084.27	In Progress		0	Fraport Ground Services
CLM00992	PAX00015262	FL0011354	LH4447	2024-08-28	Delayed	Blue Samsonite carry-on	28.8	1065.88	Resolved	35	0	Swissport
CLM00993	PAX00012092	FL0007329	LH6670	2023-10-01	Lost	Grey Tumi backpack	19.8	1837.29	Resolved	20	901.92	Swissport
CLM00994	PAX00008367	FL0004417	LH7563	2023-02-06	Delayed	Black Rimowa suitcase	16.9	126.91	Pending	38	0	Fraport Ground Services
CLM00995	PAX00036167	FL0009043	LH3708	2024-05-07	Lost	Black Rimowa suitcase	21.1	2028.41	Resolved	38	1229.07	Swissport
CLM00996	PAX00013121	FL0003483	LH2773	2022-11-02	Lost	Blue Samsonite carry-on	8.7	796.01	Resolved	37	0	Swissport
CLM00997	PAX00027712	FL0004499	LH3387	2023-02-13	Damaged	Brown leather bag	14.6	2039.75	Denied		0	Lufthansa LEOS
CLM00998	PAX00037000	FL0007919	LH131	2023-08-19	Damaged	Green hardcase	9.8	755.67	Resolved	20	1356.89	Lufthansa LEOS
CLM00999	PAX00003400	FL0002313	LH2502	2022-08-08	Lost	Grey Tumi backpack	11.4	2214.34	Resolved	29	1335.14	Lufthansa LEOS
CLM01000	PAX00037020	FL0007380	LH163	2023-08-08	Delayed	Black Rimowa suitcase	15.7	EUR 383.36	Denied	17	0	Swissport
CLM01001	PAX00007590	FL0002299	LH4334	2022-07-21	Damaged	Grey Tumi backpack	13.1	2149.65	Resolved		1418.29	Lufthansa LEOS
CLM01002	PAX00018148	FL0006191	LH3547	2023-05-30	Lost	Red duffel bag	27.5	1441.91	Resolved	40	817.47	Fraport Ground Services
CLM01003	PAX00018455	FL0011959	LH6951	2024-09-13	Delayed	Black Rimowa suitcase	17.5	EUR 941.2	In Progress		0	Lufthansa LEOS
CLM01004	PAX00027226	FL0000963	LH8083	2022-01-20	Lost	Red duffel bag	28.8	239.36	In Progress	28	703.73	Fraport Ground Services
CLM01005	PAX00033855	FL0011286	LH3157	2024-05-24	Delayed	Brown leather bag	9.4	2393.54	Resolved	34	0	Swissport
CLM01006	PAX00041851	FL0008129	LH7006	2024-01-20	Delayed	Brown leather bag	31.6	1695.55	In Progress	37		Swissport
CLM01007	PAX00038936	FL0008612	LH7550	17-11-2023	Delayed	Black Rimowa suitcase	19.3	1614.68	In Progress	11	0	Lufthansa LEOS
CLM01008	PAX00005167	FL0006964	LH5566	2023-05-30	Delayed	Red duffel bag	17.8	243.44	In Progress	41	0	Swissport
CLM01009	PAX00028966	FL0009014	LH9512	2023-12-12	Delayed	Black Rimowa suitcase	27.0	2148.85	In Progress	12	0	Swissport
CLM01010	PAX00032772	FL0007401	LH8504	2023-08-26	Lost	Green hardcase	9.5	1652.42	In Progress	15	880.55	Lufthansa LEOS
CLM01011	PAX00008313	FL0001531	LH9217	2022-04-13	Delayed	Green hardcase	25.7	1902.12	Resolved	7	0	Lufthansa LEOS
CLM01012	PAX00035356	FL0011408	LH7325	2024-06-20	Delayed	Red duffel bag	17.3	1949.31	Pending	30	0	Fraport Ground Services
CLM01013	PAX00010235	FL0009636	LH6879	2024-06-02	Delayed	Blue Samsonite carry-on	19.1	400.04	Resolved	6	0	Swissport
CLM01014	PAX00015959	FL0000094	LH3122	2021-07-26	Lost	Black Rimowa suitcase	9.1	1532.63	Denied	27	806.52	Lufthansa LEOS
CLM01015	PAX00038212	FL0004176	LH7013	2022-11-18	Delayed	Black Rimowa suitcase	11.1	128.04	In Progress	25	0	Lufthansa LEOS
CLM01016	PAX00002832	FL0009894	LH3632	2024-06-28	Damaged	Brown leather bag	21.9	2326.05	In Progress	1	953.61	Lufthansa LEOS
CLM01017	PAX00016192	FL0004215	LH7472	2022-12-17	Delayed	Brown leather bag	26.5	1911.61	Resolved	1	0	Fraport Ground Services
CLM01018	PAX00012379	FL0002216	LH2196	2022-04-23	Damaged	Brown leather bag	8.7	163.76	Pending	5	0	Lufthansa LEOS
CLM01019	PAX00010140	FL0002743	LH3418	2022-04-19	Delayed	Brown leather bag	29.9	EUR 1794.52	In Progress	8	0	Swissport
CLM01020	PAX00010344	FL0008680	LH3484	2024-04-03	Delayed	Red duffel bag	31.4	2365.43	Resolved	22	0	Swissport
CLM01021	PAX00027733	FL0009683	LH3229	2024-03-08	Lost	Red duffel bag	8.5	1326.24	Denied	12	1124.35	Swissport
CLM01022	PAX00027050	FL0003990	LH6115	2023-02-13	Pilfered	Green hardcase	28.6	597.23	Pending	44	1493.02	Swissport
CLM01023	PAX00032071	FL0011781	LH3539	2024-11-25	Delayed	Black Rimowa suitcase	15.9	304.17	Resolved	34	0	Fraport Ground Services
CLM01024	PAX00013802	FL0010262	LH9114	2024-04-24	Delayed	Black Rimowa suitcase	22.3	EUR 1682.65	Resolved	41	0	Fraport Ground Services
CLM01025	PAX00042725	FL0011340	LH7157	2024-05-30	Delayed	Blue Samsonite carry-on	19.6	2078.24	In Progress	44	0	Lufthansa LEOS
CLM01026	PAX00021627	FL0011759	LH9170	2024-09-21	Delayed	Green hardcase	18.7	862.06	Resolved	44	0	Lufthansa LEOS
CLM01027	PAX00006429	FL0002905	LH4247	2022-10-12	Delayed	Black Rimowa suitcase	30.4	1825.5	Pending	39	0	Fraport Ground Services
CLM01028	PAX00035875	FL0010827	LH7417	2024-09-13	Damaged	Green hardcase	31.0	313.86	Resolved	8	0	Fraport Ground Services
CLM01029	PAX00031644	FL0011211	LH2550	2024-08-09	Damaged	Green hardcase	12.6	413.17	Resolved	9	0	Swissport
CLM01030	PAX00035394	FL0011315	LH6181	2024-10-18	Delayed	Blue Samsonite carry-on	23.9	1711.16	In Progress	43	0	Fraport Ground Services
CLM01031	PAX00027275	FL0005098	LH4306	2023-04-16	Lost	Black Rimowa suitcase	8.9	2109.41	Resolved	27	0	Fraport Ground Services
CLM01032	PAX00003791	FL0006302	LH3954	2023-04-10	Delayed	Red duffel bag	30.8	597.81	Pending	21	0	Fraport Ground Services
CLM01033	PAX00010622	FL0003466	LH4766	2022-10-05	Delayed	Black Rimowa suitcase	29.4	2397.19	In Progress	23	0	Fraport Ground Services
CLM01034	PAX00024728	FL0010710	LH6906	31-03-2024	Delayed	Blue Samsonite carry-on	19.6	1493.16	Resolved	36	0	Lufthansa LEOS
CLM01035	PAX00031221	FL0005500	LH233	2023-01-25	Lost	Black Rimowa suitcase	12.0	1246.55	Pending	24	0	Swissport
CLM01036	PAX00028865	FL0007691	LH3713	2023-09-11	Delayed	Grey Tumi backpack	8.6	1473.81	In Progress	41	0	Swissport
CLM01037	PAX00030933	FL0011858	LH4541	2024-09-30	Damaged	Brown leather bag	20.5	1201.9	Resolved	22	387.43	Swissport
CLM01038	PAX00020045	FL0005947	LH4537	2023-04-13	Pilfered	Brown leather bag	22.4	699.0	Denied		0	Swissport
CLM01039	PAX00010771	FL0004907	LH9965	2023-03-12	Delayed	Red duffel bag	15.0	548.4	Pending	6	0	Swissport
CLM01040	PAX00026781	FL0010750	LH4937	2024-09-15	Lost	Black Rimowa suitcase	16.9	2421.71	Resolved		860.59	Swissport
CLM01041	PAX00009433	FL0003560	LH5101	08-12-2022	Delayed	Blue Samsonite carry-on	25.2	EUR 1179.87	Resolved	36	0	Swissport
CLM01042	PAX00024029	FL0001346	LH8303	2022-04-19	Delayed	Brown leather bag	16.9	1819.02	Resolved	27	0	Lufthansa LEOS
CLM01043	PAX00013635	FL0003152	LH9591	2022-10-10	Damaged	Red duffel bag	19.0	1336.17	Pending	38	234.05	Lufthansa LEOS
CLM01044	PAX00026787	FL0000796	LH6471	2022-02-20	Delayed	Blue Samsonite carry-on	9.9	1760.48	Pending		0	Fraport Ground Services
CLM01045	PAX00016316	FL0000931	LH7507	2022-03-19	Damaged	Red duffel bag	24.4	266.08	Resolved	1	780.77	Lufthansa LEOS
CLM01046	PAX00011270	FL0011660	LH9152	2024-11-02	Delayed	Black Rimowa suitcase	20.9	1875.49	Resolved		0	Fraport Ground Services
CLM01047	PAX00008725	FL0001275	LH6915	23-04-2022	Delayed	Red duffel bag	14.0	2494.72	In Progress	30	0	Swissport
CLM01048	PAX00001283	FL0003273	LH7672	2022-07-01	Delayed	Red duffel bag	24.0	177.69	Resolved	29	0	Fraport Ground Services
CLM01049	PAX00004169	FL0010484	LH7232	2024-08-21	Delayed	Brown leather bag	21.2	2116.84	Resolved	7	0	Fraport Ground Services
CLM01050	PAX00027167	FL0000863	LH717	2022-03-27	Delayed	Black Rimowa suitcase	31.8	849.85	Resolved	19	0	Lufthansa LEOS
CLM01051	PAX00010966	FL0009491	LH7456	2024-05-06	Damaged	Blue Samsonite carry-on	29.3	2276.72	Denied	39	482.3	Swissport
CLM01052	PAX00002267	FL0010110	LH1989	2024-02-11	Damaged	Black Rimowa suitcase	22.6	2093.25	Resolved		1144.56	Fraport Ground Services
CLM01053	PAX00034495	FL0004836	LH6051	2023-03-08	Delayed	Green hardcase	31.7	2373.88	In Progress		0	Swissport
CLM01054	PAX00039541	FL0009279	LH3050	2024-06-07	Lost	Black Rimowa suitcase	25.6	817.66	Resolved	27	76.05	Swissport
CLM01055	PAX00033238	FL0000091	LH2757	22-01-2022	Delayed	Grey Tumi backpack	28.6	1787.87	Resolved	28	0	Lufthansa LEOS
CLM01056	PAX00011007	FL0009449	LH2179	2024-04-20	Delayed	Red duffel bag	9.1	576.95	Resolved	39	0	Swissport
CLM01057	PAX00027308	FL0006619	LH6705	2023-05-04	Damaged	Green hardcase	15.2	455.81	Resolved	21	1481.2	Fraport Ground Services
CLM01058	PAX00038814	FL0005680	LH5346	2023-04-22	Delayed	Black Rimowa suitcase	28.1	607.39	Pending		0	Fraport Ground Services
CLM01059	PAX00023057	FL0000893	LH8329	2022-03-14	Damaged	Green hardcase	17.8	244.13	Pending	11	1494.84	Lufthansa LEOS
CLM01060	PAX00008280	FL0003627	LH6628	30-10-2022	Delayed	Green hardcase	18.3	1045.73	Pending			Swissport
CLM01061	PAX00016689	FL0001842	LH7593	2022-04-12	Damaged	Green hardcase	15.2	314.71	Resolved	15	0	Lufthansa LEOS
CLM01062	PAX00012757	FL0006456	LH4545	2023-08-09	Delayed	Green hardcase	13.2	2122.48	Resolved	35	0	Swissport
CLM01063	PAX00033681	FL0006349	LH4304	2023-05-18	Delayed	Blue Samsonite carry-on	31.7	2341.27	Resolved	26	0	Fraport Ground Services
CLM01064	PAX00027850	FL0000866	LH588	2022-01-11	Delayed	Blue Samsonite carry-on	17.9	2352.07	In Progress		0	Fraport Ground Services
CLM01065	PAX00020442	FL0008145	LH4137	23-01-2024	Delayed	Grey Tumi backpack	9.8	837.04	Resolved	11	0	Lufthansa LEOS
CLM01066	PAX00021333	FL0006703	LH8460	2023-05-16	Delayed	Black Rimowa suitcase	17.5	1469.37	In Progress	10	0	Swissport
CLM01067	PAX00032000	FL0001586	LH7335	2022-02-21	Damaged	Grey Tumi backpack	17.9	1029.07	In Progress	2	1376.4	Lufthansa LEOS
CLM01068	PAX00038749	FL0010973	LH1440	2024-08-01	Delayed	Blue Samsonite carry-on	12.5	1216.67	Denied		0	Swissport
CLM01069	PAX00042443	FL0004711	LH6147	2023-04-03	Damaged	Black Rimowa suitcase	19.1	2026.67	In Progress	12	0	Lufthansa LEOS
CLM01070	PAX00018451	FL0010607	LH3611	2024-07-30	Damaged	Blue Samsonite carry-on	29.6	1968.44	In Progress	45	1473.32	Fraport Ground Services
CLM01071	PAX00039606	FL0007048	LH3017	2023-07-24	Lost	Grey Tumi backpack	12.4	1738.03	Pending		233.09	Fraport Ground Services
CLM01072	PAX00042250	FL0011619	LH5601	2024-10-30	Delayed	Brown leather bag	26.7	375.13	Resolved	15	0	Lufthansa LEOS
CLM01073	PAX00001855	FL0007714	LH174	2023-08-23	Delayed	Grey Tumi backpack	31.9	1011.26	Resolved	13	0	Fraport Ground Services
CLM01074	PAX00005906	FL0008780	LH704	2023-12-16	Delayed	Black Rimowa suitcase	21.2	1758.09	Resolved	20	0	Swissport
CLM01075	PAX00033528	FL0003464	LH854	2022-11-30	Damaged	Green hardcase	18.5	2338.72	Resolved	44	625.7	Lufthansa LEOS
CLM01076	PAX00032389	FL0003780	LH3488	2023-01-15	Delayed	Black Rimowa suitcase	20.6	617.16	Resolved	8	0	Swissport
