flight_id,flight_number,aircraft_registration,aircraft_type,flight_type,origin,destination,destination_city,destination_country,region,route_category,date,scheduled_time,actual_time,delay_minutes,delay_reason,status,terminal,gate,passengers,load_factor_pct,cargo_kg,distance_km,flight_duration_min,fuel_consumption_kg,flight_revenue_eur
FL0004596,LH5105,D-AICA,Airbus A320-200,Arrival,WAW,FRA,Warsaw,Poland,Europe,Short-haul,2023-04-15,08:30,08:30,0,,On Time,Terminal 1B,A16,123,73.8,423.0,890,69,2813,24078.24
FL0004597,LH9480,D-AIEA,Airbus A321neo,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2023-04-15,10:25,10:25,0,,On Time,Terminal 1B,C19,143,73.5,2508.0,300,25,757,18461.97
FL0004598,LH4710,D-AIXD,Airbus A350-900,Arrival,JFK,FRA,New York,United States,North America,Long-haul,2023-04-15,09:00,09:00,0,,On Time,Terminal 1A,A16,196,72.3,17280.0,6200,464,16997,223636.85
FL0004599,LH4205,D-AIDA,Airbus A321-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2023-04-16,11:15,11:15,0,,On Time,Terminal 1B,B8,154,81.3,4415.0,450,27,1112,18220.35
FL0004600,LH6128,D-AICC,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2023-04-16,09:20,09:20,0,,On Time,Terminal 1C,A25,132 pax,79.0,3821.0,650,60,1880,32316.12
FL0004601,LH4016,D-AIEB,Airbus A321neo,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2023-04-16,08:40,08:40,0,,On Time,Terminal 1A,A30,156,80.1,2209.0,365,45,965,15842.43
FL0004602,LH6962,D-AINA,Airbus A320neo,Arrival,FCO,FRA,Rome,Italy,Europe,Short-haul,2023-04-16,12:25,12:35,10,Bird strike,Delayed,Terminal 1C,A14,150,83.4,4949.0,960,82,1966,12722.94
FL0004603,LH4697,D-AIEB,Airbus A321neo,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2023-04-16,07:55,07:05,10,Security check,Delayed,Terminal 1A,C13,147,75.6,4885.0,515,37,1039,30421.21
FL0004604,LH526,D-AINA,Airbus A320neo,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2023-04-16,13:00,13:00,0,,On Time,Terminal 1C,A17,133,74.1,3148.0,1450,95,4480,40166.29
FL0004605,LH9780,D-AINA,Airbus A320neo,Arrival,VIE,FRA,Vienna,Austria,Europe,Short-haul,2023-04-16,11:20,11:20,0,,On Time,Terminal 1B,A1,126,70.2,1335.0,600,34,1863,14561.84
FL0004606,LH2775,D-AIEB,Airbus A321neo,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2023-04-16,08:05,08:20,15,Crew availability,Delayed,Terminal 1C,A17,159,81.8,1651.0,305,28,975,35097.05
FL0004607,LH1591,D-AIEB,Airbus A321neo,Arrival,CPH,FRA,Copenhagen,Denmark,Europe,Short-haul,2023-04-16,15:50,15:50,0,,Early,Terminal 1B,C28,170,87.4,4739.0,680,68,2131,18899.82
FL0004608,LH4447,D-AIEA,Airbus A321neo,Departure,FRA,WAW,Warsaw,Poland,Europe,Short-haul,2023-04-16,10:45,10:00,15 min,Airport congestion,Delayed,Terminal 1B,B24,179,92.0,4469.0,890,79,2374,28724.46
FL0004609,LH576,D-AINB,Airbus A320neo,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,2023-04-16,19:05,19:25,20,Airport congestion,Delayed,Terminal 1A,A21,152,84.6,3688.0,225,7,579,
FL0004610,LH6930,D-AIXD,Airbus A350-900,Arrival,NRT,FRA,Tokyo,Japan,Asia,Long-haul,2023-04-16,21:20,21:20,0,,On Time,Terminal 1B,C27,220,81.0,11837.0,9350,675,39495,237973.96
FL0004611,LH4928,D-AIKC,Airbus A330-300,Departure,FRA,GRU,Sao Paulo,Brazil,South America,Long-haul,2023-04-16,22:25,22:25,0,,On Time,Terminal 1B,A12,166,71.0,16593.0,9850,722,28575,109798.62
FL0004612,LH5700,D-AIXC,Airbus A350-900,Arrival,JNB,FRA,Johannesburg,South Africa,Africa,Long-haul,2023-04-16,21:35,21:40,5,Weather conditions,Delayed,Terminal 1C,A22,208,76.6,17175.0,8650,629,32420,111523.95
FL0004613,LH1503,D-AICC,Airbus A320-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2023-04-17,14:10,14:10,0,,On Time,Terminal 1C,B7,124,73.9,1309.0,450,51,901,21542.46
FL0004614,LH5238,D-AICC,Airbus A320-200,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2023-04-17,08:25,08:25,,,On Time,Terminal 1C,B18,132 pax,78.6,3258.0,365,34,976,11020.41
FL0004615,LH6348,D-AIBB,Airbus A319-100,Departure,FRA,BCN,Barcelona,Spain,Europe,Medium-haul,2023-04-17,08:05,08:05,0,,Early,Terminal 1B,C14,110,79.7,4792.0,1090,80,2747,16277.71
FL0004616,LH9618,D-AICA,Airbus A320-200,Arrival,VIE,FRA,Vienna,Austria,Europe,Short-haul,2023-04-17,13:20,13:20,0,,Early,Terminal 1A,C12,156,93.4,2700.0,600,47,1877,23109.74
FL0004617,LH4119,D-AIEB,Airbus A321neo,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2023-04-17,19:20,19:20,0,,On Time,Terminal 1C,C25,161,82.8,285.0,305,14,894,28752.21
FL0004618,LH4328,D-AICC,Airbus A320-200,Departure,FRA,CPH,Copenhagen,Denmark,Europe,Short-haul,2023-04-17,14:05,14:05,0,,On Time,Terminal 1A,C20,152,90.5,729.0,680,58,1749,17377.15
FL0004619,LH2252,D-AIDA,Airbus A321-200,Arrival,IST,FRA,Istanbul,Turkey,Europe,Medium-haul,2023-04-17,19:50,19:50,0,,Early,Terminal 1C,C12,156,82.2,597.0,1860,131,4891,25241.93
FL0004620,LH4081,D-AICB,Airbus A320-200,Arrival,LIS,FRA,Lisbon,Portugal,Europe,Medium-haul,17/04/2023,06:45,06:45,0,,On Time,Terminal 1C,B26,126,75.2,3321.0,1880,153,4430,42560.02
FL0004621,LH9446,D-AINA,Airbus A320neo,Departure,FRA,ARN,Stockholm,Sweden,Europe,Medium-haul,2023-04-17,17:30,17:30,0,,On Time,Terminal 1C,A14,154,85.6,1320.0,1240,103,2932,29826.87
FL0004622,LH761,D-AIHB,Airbus A340-600,Arrival,BKK,FRA,Bangkok,Thailand,Asia,Long-haul,2023-04-17,20:05,21:05,60,Technical issue,Delayed,Terminal 1B,B30,251,84.7,8963.0,8950,650,24271,131876.87
FL0004623,LH1423,D-ABYD,Boeing 747-8,Departure,FRA,DXB,Dubai,UAE,Middle East,Long-haul,2023-04-17,22:55,22:15,20,Bird strike,Delayed,Terminal 1B,B2,314 pax,86.5,6537.0,4830,346,12169,133254.13
FL0004624,LH2836,D-AIEB,Airbus A321neo,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2023-04-18,14:55,14:15,20,Bird strike,Delayed,Terminal 1C,B26,172,88.6,1658.0,450,49,1196,15548.64
FL0004625,LH3607,D-AIDA,Airbus A321-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2023-04-18,17:30,17:40,10,Runway maintenance,Delayed,Terminal 1B,A22,172,91.0,2956.0,650,63,1317,25873.93
FL0004626,LH7437,D-AIEA,Airbus A321neo,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2023-04-18,21:30,21:30,0,,On Time,Terminal 1A,B15,150,77.1,2822.0,365,16,1161,20862.59
FL0004627,LH3883,D-AINB,Airbus A320neo,Departure,FRA,MXP,Milan,Italy,Europe,Short-haul,2023-04-18,12:30,12:30,0,,On Time,Terminal 1C,C15,137,76.5,3106.0,515,42,1643,18387.06
FL0004628,LH8315,D-AINB,Airbus A320neo,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2023-04-18,12:20,12:20,0,,On Time,Terminal 1C,A11,141,78.5,1550.0,305,42,715,13126.68
FL0004629,LH7980,D-AIEA,Airbus A321neo,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2023-04-18,16:45,16:55,10,Technical issue,Delayed,Terminal 1A,A24,163,84.0,3667.0,320,14,968,31882.69
FL0004630,LH6724,D-AIDA,Airbus A321-200,Departure,FRA,IST,Istanbul,Turkey,Europe,Medium-haul,2023-04-18,08:50,08:50,0,,On Time,Terminal 1C,C20,162,85.6,2493.0,1860,134,5796,35139.3
FL0004631,LH9249,D-AIEB,Airbus A321neo,Departure,FRA,ATH,Athens,Greece,Europe,Medium-haul,2023-04-18,08:55,08:55,0,,On Time,Terminal 1C,A3,150,76.9,3577.0,1810,147,5526,45135.34
FL0004632,LH7969,D-AIDB,Airbus A321-200,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2023-04-18,12:55,12:55,0,,On Time,Terminal 1C,C30,170,89.9,1170.0,300,34,731,20362.59
FL0004633,LH9287,D-AINA,Airbus A320neo,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,2023-04-18,16:20,16:20,0,,On Time,Terminal 1A,A11,127,70.7,2728.0,225,11,576,
FL0004634,LH8294,D-AIXA,Airbus A350-900,Departure,FRA,YYZ,Toronto,Canada,North America,Long-haul,2023-04-18,21:45,21:45,0,,On Time,Terminal 1A,A15,196,72.2,23198.0,6350,463,16614,79319.83
FL0004635,LH6204,D-AIXD,Airbus A350-900,Departure,FRA,DXB,Dubai,UAE,Middle East,Long-haul,2023-04-18,21:25,21:25,0,,On Time,Terminal 1A,B16,196,72.2,6870.0,4830,357,12167,132273.12
FL0004636,LH1937,D-AINB,Airbus A320neo,Departure,FRA,CDG,Paris,France,Europe,Short-haul,19/04/2023,20:25,20:25,0,,On Time,Terminal 1B,B29,132,73.6,1381.0,450,39,1149,25820.35
FL0004637,LH6555,D-AICB,Airbus A320-200,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2023-04-19,22:45,22:45,0,,On Time,Terminal 1C,A4,114,68.3,3952.0,365,35,1026,18480.57
FL0004638,LH5003,D-AICA,Airbus A320-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,19/04/2023,11:05,11:05,0,,On Time,Terminal 1C,A18,140,83.3,3417.0,515,43,1190,19670.35
FL0004639,LH610,D-AIBB,Airbus A319-100,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,19/04/2023,22:50,22:50,0,,On Time,Terminal 1B,B17,130,94.8,1310.0,1090,79,2735,18505.0
FL0004640,LH5797,D-AICC,Airbus A320-200,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2023-04-19,21:50,21:50,0,,Early,Terminal 1C,C6,157,93.7,3168.0,305,26,769,19412.22
FL0004641,LH1318,D-AICA,Airbus A320-200,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2023-04-19,19:00,20:00,60,Medical emergency,Delayed,Terminal 1B,A4,147,87.9,3519.0,320,16,707,13840.97
FL0004642,LH8700,D-AIDA,Airbus A321-200,Departure,FRA,IST,Istanbul,Turkey,Europe,Medium-haul,2023-04-19,16:20,16:20,0,,Early,Terminal 1C,C17,165,87.0,2149.0,1860,153,3728,27232.35
FL0004643,LH1658,D-AIEA,Airbus A321neo,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2023-04-19,20:35,20:35,0,,On Time,Terminal 1B,B21,160,82.4,1690.0,300,14,709,
FL0004644,LH2140,D-AIXD,Airbus A350-900,Departure,FRA,JFK,New York,United States,North America,Long-haul,2023-04-19,09:05,09:05,0,,On Time,Terminal 1C,B20,247,91.0,,6200,462,27875,115705.01
FL0004645,LH7045,D-AINB,Airbus A320neo,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2023-04-20,10:10,10:25,15,Late incoming aircraft,Delayed,Terminal 1C,C26,161,89.8,807.0,450,41,1288,30600.46
FL0004646,LH3905,D-AINA,Airbus A320neo,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2023-04-20,07:25,07:25,0,,Early,Terminal 1A,C10,171,95.2,4830.0,650,47,1927,36148.15
FL0004647,LH5337,D-AIDB,Airbus A321-200,Departure,FRA,FCO,Rome,Italy,Europe,Short-haul,2023-04-20,06:35,06:45,10,Security check,Delayed,Terminal 1C,A15,162,85.7,1242.0,960,63,2108,29467.79
FL0004648,LH8174,D-AICC,Airbus A320-200,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2023-04-20,09:35,09:35,0,,On Time,Terminal 1B,B30,154,92.2,497.0,1090,96,3404,48602.14
FL0004649,LH4320,D-AICC,Airbus A320-200,Arrival,VIE,FRA,Vienna,Austria,Europe,Short-haul,2023-04-20,16:40,16:40,0,,Early,Terminal 1A,A30,155,92.6,3029.0,600,48,1462,23865.21
FL0004650,LH2103,D-AIDB,Airbus A321-200,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2023-04-20,09:10,09:10,0,,On Time,Terminal 1B,A24,178,94.1,1876.0,305,37,962,35130.56
FL0004651,LH8733,D-AIEA,Airbus A321neo,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2023-04-20,16:20,16:35,15,De-icing,Delayed,Terminal 1C,B3,175,90.2,4694.0,320,30,939,31246.3
FL0004652,LH668,D-AICA,Airbus A320-200,Arrival,CPH,FRA,Copenhagen,Denmark,Europe,Short-haul,20/04/2023,11:25,11:25,0,,On Time,Terminal 1C,C16,157,93.6,2092.0,680,44,2069,36144.82
FL0004653,LH3133,D-AIBA,Airbus A319-100,Arrival,ARN,FRA,Stockholm,Sweden,Europe,Medium-haul,2023-04-20,07:10,07:10,0,,On Time,Terminal 1C,A26,94,68.2,3157.0,1240,108,2503,
FL0004654,LH6232,D-AINA,Airbus A320neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2023-04-20,16:20,16:40,20,Air traffic control,Delayed,Terminal 1A,B12,147,82.0,4919.0,300,40,786,29321.94
FL0004655,LH8605,D-AIXB,Airbus A350-900,Arrival,ORD,FRA,Chicago,United States,North America,Long-haul,2023-04-20,14:20,14:20,0,,Early,Terminal 1A,A26,251,92.6,24454.0,6970,520,18922,273072.05
FL0004656,LH6023,D-AIEB,Airbus A321neo,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2023-04-21,22:05,22:05,0,,On Time,Terminal 1C,A28,179,91.8,3979.0,450,24,1013,15854.16
FL0004657,LH6079,D-AICB,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2023-04-21,06:05,06:05,0,,Early,Terminal 1B,A4,114,68.4,2105.0,650,37,2000 kg,16727.24
FL0004658,LH1383,D-AINB,Airbus A320neo,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2023-04-21,07:40,07:40,0,,Early,Terminal 1C,B12,123,68.9,3448.0,365,37,736,15897.34
FL0004659,LH6578,D-AINA,Airbus A320neo,Departure,FRA,MAD,Madrid,Spain,Europe,Medium-haul,2023-04-21,08:45,08:45,0,,Early,Terminal 1B,B29,136,75.6,2565.0,1450,104,4346,23096.47
FL0004660,LH4160,D-AINB,Airbus A320neo,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2023-04-21,12:25,12:25,,,On Time,Terminal 1A,B14,154,85.8,3381.0,600,49,1596,31199.85
FL0004661,LH2393,D-AICA,Airbus A320-200,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2023-04-21,07:40,07:45,5,Strike action,Delayed,Terminal 1A,B3,116,69.1,431.0,305,33,787,15146.67
FL0004662,LH1908,D-AINB,Airbus A320neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2023-04-21,10:30,10:00,30,Technical issue,Delayed,Terminal 1A,A16,136,75.9,2961.0,300,27,640,12647.66
FL0004663,LH6855,D-AINB,Airbus A320neo,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2023-04-21,20:20,20:20,0,,Early,Terminal 1C,B9,138,76.7,3680.0,225,24,487,14972.66
FL0004664,LH6209,D-AIHA,Airbus A340-600,Departure,FRA,JFK,New York,United States,North America,Long-haul,2023-04-21,22:30,22:30,0,,Early,Terminal 1B,C21,266,89.8,1179.0,6200,449,18398,313424.31
FL0004665,LH6658,D-AIXA,Airbus A350-900,Arrival,ORD,FRA,Chicago,United States,North America,Long-haul,2023-04-21,10:35,10:35,0,,On Time,Terminal 1A,C13,208,76.5,4117.0,6970,506,30991,166242.8
FL0004666,LH9278,D-AIKB,Airbus A330-300,Departure,FRA,DEL,Delhi,India,Asia,Long-haul,2023-04-21,08:00,08:10,10,Air traffic control,Delayed,Terminal 1A,A26,215,91.8,3935.0,5850,428,17082,161590.4
FL0004667,LH8388,D-AIXB,Airbus A350-900,Arrival,PVG,FRA,Shanghai,China,Asia,Long-haul,2023-04-21,10:40,10:40,0,,On Time,Terminal 1C,C3,217,80.1,14455.0,8950,648,37969,89623.21
FL0004668,LH2901,D-AICB,Airbus A320-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2023-04-22,08:50,08:10,20,Connecting passengers,Delayed,Terminal 1B,A30,121,72.4,3862.0,450,32,1295,17071.85
FL0004669,LH4650,D-AICA,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2023-04-22,21:50,21:10,20,Fuel issue,Delayed,Terminal 1A,C22,145,86.5,4791.0,650,63,1756,18425.52
FL0004670,LH7404,D-AICB,Airbus A320-200,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2023-04-22,08:25,08:35,10,Medical emergency,Delayed,Terminal 1C,C27,157,93.8,3101.0,365,40,783,25161.41
FL0004671,LH5501,D-AICB,Airbus A320-200,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2023-04-22,21:55,21:55,0,,Early,Terminal 1B,B22,119,71.0,3324.0,1450,113,3677,28617.19
FL0004672,LH7761,D-AIEA,Airbus A321neo,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2023-04-22,10:30,10:45,15,Passenger boarding,Delayed,Terminal 1B,B24,139,71.5,3263.0,600,52,1665,15501.73
FL0004673,LH6765,D-AIDA,Airbus A321-200,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2023-04-22,13:10,13:10,0,,Early,Terminal 1C,A22,163,86.2,3300.0,320,41,720,25349.44
FL0004674,LH4376,D-AICC,Airbus A320-200,Arrival,IST,FRA,Istanbul,Turkey,Europe,Medium-haul,2023-04-22,10:15,10:15,0,,On Time,Terminal 1C,A19,129,77.0,529.0,1860,127,5779,32491.25
FL0004675,LH641,D-AIBA,Airbus A319-100,Departure,FRA,ATH,Athens,Greece,Europe,Medium-haul,2023-04-22,15:25,15:25,0,,On Time,Terminal 1B,C8,114,83.1,531.0,1810,139,5684,31971.61
FL0004676,LH6389,D-AIBA,Airbus A319-100,Arrival,ARN,FRA,Stockholm,Sweden,Europe,Medium-haul,2023-04-22,20:00,20:30,30,Air traffic control,Delayed,Terminal 1B,A14,105,76.4,3612.0,1240,105,3330,30901.43
FL0004677,LH8694,D-AINB,Airbus A320neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,22/04/2023,06:35,06:35,0,,On Time,Terminal 1B,C22,132,73.9,3967.0,300,34,669,32534.99
FL0004678,LH6756,D-AIKC,Airbus A330-300,Arrival,JFK,FRA,New York,United States,North America,Long-haul,2023-04-22,10:25,10:25,0,,On Time,Terminal 1A,B11,164,69.8,13889.0,6200,456,27863,105222.58
FL0004679,LH8607,D-AIKB,Airbus A330-300,Departure,FRA,DEL,Delhi,India,Asia,Long-haul,2023-04-22,20:05,20:05,0,,On Time,Terminal 1B,B11,208,88.6,17891.0,5850,435,23494,182986.44
FL0004680,LH6671,D-AIXD,Airbus A350-900,Departure,FRA,JNB,Johannesburg,South Africa,Africa,Long-haul,2023-04-22,20:05,20:25,20,Crew availability,Delayed,Terminal 1C,C8,207,76.4,15682.0,8650,632,27836,210171.13
FL0004681,LH724,D-AIEB,Airbus A321neo,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2023-04-23,08:50,08:50,0,,On Time,Terminal 1C,B28,186,95.9,2276.0,450,38,1088,41736.16
FL0004682,LH3011,D-AIEA,Airbus A321neo,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2023-04-23,12:05,12:15,10 min,Passenger boarding,Delayed,Terminal 1C,A16,147,75.6,2934.0,650,45,1431,15375.33
FL0004683,LH6990,D-AIDB,Airbus A321-200,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2023-04-23,15:45,15:45,,,On Time,Terminal 1C,B22,131,69.4,4192.0,365,31,786,12561.69
FL0004684,LH7164,D-AICA,Airbus A320-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2023-04-23,16:35,16:35,0,,On Time,Terminal 1B,C1,138,82.6,4657.0,515,43,1183,16515.03
FL0004685,LH4841,D-AIDB,Airbus A321-200,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2023-04-23,20:40,20:40,0,,On Time,Terminal 1B,C1,180,95.1,1708.0,1090,70,3424,22573.53
FL0004686,LH3312,D-AINA,Airbus A320neo,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2023-04-23,20:55,20:00,5,Medical emergency,Delayed,Terminal 1B,C16,136,76.1,1583.0,305,32,890,29685.25
FL0004687,LH6960,D-AICB,Airbus A320-200,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,23/04/2023,10:50,10:05,15,Passenger boarding,Delayed,Terminal 1C,C12,119,71.4,2194.0,320,41,852,28077.94
FL0004688,LH2634,D-AICC,Airbus A320-200,Arrival,IST,FRA,Istanbul,Turkey,Europe,Medium-haul,2023-04-23,14:15,14:15,0,,Early,Terminal 1A,B28,153,91.6,1175.0,1860,148,3914,36664.83
FL0004689,LH7228,D-AIBA,Airbus A319-100,Arrival,ARN,FRA,Stockholm,Sweden,Europe,Medium-haul,2023-04-23,19:50,20:50,60,Crew availability,Delayed,Terminal 1A,B13,109,79.6,2391.0,1240,95,2796,28875.23
FL0004690,LH7839,D-AICC,Airbus A320-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2023-04-23,07:40,07:00,20,Fuel issue,Delayed,Terminal 1B,A15,151,90.0,4729.0,300,25,641,26262.73
FL0004691,LH2475,D-AIKA,Airbus A330-300,Departure,FRA,JFK,New York,United States,North America,Long-haul,2023-04-23,13:45,13:55,10,Technical issue,Delayed,Terminal 1C,C20,171,72.8,23915.0,6200,466,25003,157911.26
FL0004692,LH6575,D-AIKB,Airbus A330-300,Arrival,SIN,FRA,Singapore,Singapore,Asia,Long-haul,23/04/2023,08:20,08:20,0,,Early,Terminal 1B,A30,182,77.5,24510.0,10300,734,45128,172076.96
FL0004693,LH5881,D-AIHC,Airbus A340-600,Arrival,JNB,FRA,Johannesburg,South Africa,Africa,Long-haul,2023-04-23,10:10,10:10,0,,Early,Terminal 1B,B27,272,91.7,14205.0,8650,639,27278,204470.49
FL0004694,LH9811,D-AIBA,Airbus A319-100,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2023-04-24,10:00,10:00,0,,On Time,Terminal 1B,B6,121,88.1,1941.0,450,23,1005,26402.08
FL0004695,LH6084,D-AICB,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2023-04-24,18:40,18:10,30,Security check,Delayed,Terminal 1B,A4,138,82.7,3571.0,650,61,1343,19772.08
FL0004696,LH4213,D-AIDA,Airbus A321-200,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2023-04-24,06:00,06:20,20,Bird strike,Delayed,Terminal 1B,A4,179,94.6,3650.0,365,36,1153,29814.35
FL0004697,LH9133,D-AICB,Airbus A320-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2023-04-24,07:50,07:55,5,Runway maintenance,Delayed,Terminal 1A,A22,144,86.1,3414.0,515,54,1438,15861.72
FL0004698,LH2884,D-AICB,Airbus A320-200,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2023-04-24,11:40,11:40,0,,On Time,Terminal 1B,A2,150,89.5,255.0,600,39,1263,32725.71
FL0004699,LH8178,D-AIEA,Airbus A321neo,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2023-04-24,07:00,07:05,5,Strike action,Delayed,Terminal 1A,B30,160,82.4,2057.0,305,35,784,27795.65
FL0004700,LH7820,D-AICC,Airbus A320-200,Departure,FRA,CPH,Copenhagen,Denmark,Europe,Short-haul,2023-04-24,11:25,11:35,10,Air traffic control,Delayed,Terminal 1C,B15,134,79.8,530.0,680,49,1689,30468.93
FL0004701,LH2960,D-AIBB,Airbus A319-100,Arrival,IST,FRA,Istanbul,Turkey,Europe,Medium-haul,2023-04-24,18:20,18:20,0,,On Time,Terminal 1A,C22,97,70.3,3155.0,1860,141,5681,25904.34
FL0004702,LH8148,D-AICC,Airbus A320-200,Arrival,LIS,FRA,Lisbon,Portugal,Europe,Medium-haul,2023-04-24,12:20,12:35,15,Fuel issue,Delayed,Terminal 1A,C13,140,83.8,1308.0,1880,155,4047,37631.22
FL0004703,LH1069,D-AICC,Airbus A320-200,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2023-04-24,13:30,13:30,0,,On Time,Terminal 1A,C30,130,77.9,4267.0,300,12,624,14100.78
FL0004704,LH6704,D-AIXB,Airbus A350-900,Departure,FRA,DEL,Delhi,India,Asia,Long-haul,2023-04-24,21:00,21:00,0,,On Time,Terminal 1C,C4,207,76.3,24585.0,5850,434,16331,178074.45
FL0004705,LH2258,D-AIHA,Airbus A340-600,Arrival,BKK,FRA,Bangkok,Thailand,Asia,Long-haul,2023-04-24,21:05,21:05,0,,On Time,Terminal 1C,C20,215,72.5,21549.0,8950,650,38180,245454.63
FL0004706,LH7728,D-AICB,Airbus A320-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2023-04-25,12:10,12:10,0,,On Time,Terminal 1C,B23,160,95.5,420.0,450,30,1169,14809.65
FL0004707,LH1661,D-AIDB,Airbus A321-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2023-04-25,13:30,13:30,0,,On Time,Terminal 1A,B13,130,68.8,209.0,650,46,1927,17128.1
FL0004708,LH453,D-AICC,Airbus A320-200,Departure,FRA,FCO,Rome,Italy,Europe,Short-haul,2023-04-25,15:10,15:10,0,,On Time,Terminal 1A,C19,148,88.6,3087.0,960,87,2490,21675.34
FL0004709,LH4558,D-AINB,Airbus A320neo,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2023-04-25,21:30,21:30,0,,Early,Terminal 1C,C13,137,76.3,3332.0,515,29,1599,29486.27
FL0004710,LH7263,D-AICA,Airbus A320-200,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2023-04-25,11:15,11:15,0,,On Time,Terminal 1C,B28,123,73.4,,1450,102,3921,36205.23
FL0004711,LH6147,D-AICB,Airbus A320-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2023-04-25,09:45,09:45,0,,On Time,Terminal 1A,B6,123,73.5,2248.0,300,24,955,23367.41
FL0004712,LH4435,D-AIHA,Airbus A340-600,Arrival,JFK,FRA,New York,United States,North America,Long-haul,2023-04-25,22:40,22:40,0,,On Time,Terminal 1A,C9,226,76.3,23377.0,6200,466,24226,173953.64
FL0004713,LH2374,D-ABYD,Boeing 747-8,Arrival,ORD,FRA,Chicago,United States,North America,Long-haul,2023-04-25,21:05,21:05,0,,On Time,Terminal 1C,B11,286,78.8,23150.0,6970,517,19131,263246.95
FL0004714,LH8773,D-AIXA,Airbus A350-900,Departure,FRA,PVG,Shanghai,China,Asia,Long-haul,2023-04-25,09:45,09:00,15,De-icing,Delayed,Terminal 1C,B25,245,90.4,22201.0,8950,656,29675,121716.9
