incident_id,flight_id,flight_number,aircraft_registration,date,route,route_category,delay_minutes,delay_reason,severity,compensation_eligible,passengers_affected,rebooking_required,hotel_provided,meal_voucher_provided,estimated_cost_eur,reported_by,resolution_time_min
INC001536,FL0006212,LH9075,D-AIEA,2023-08-17,FRA-MUC,Short-haul,15,Weather conditions,Minor,No,157,No,No,No,1915.07,Passenger Services,36
INC001537,FL0006217,LH7831,D-AICB,2023-08-18,FRA-LHR,Short-haul,20,Passenger boarding,Minor,No,145,No,No,No,1820.23,Operations Center,60
INC001538,FL0006223,LH6781,D-AINB,2023-08-18,DUS-FRA,Short-haul,10,Medical emergency,Minor,No,128,No,No,No,1824.41,Operations Center,64
INC001539,FL0006226,LH9759,D-AIEB,19/08/2023,CDG-FRA,Short-haul,5,Bird strike,Minor,No,178,No,No,No,394.78,Flight Crew,63
INC001540,FL0006230,LH8224,D-AICB,2023-08-19,FRA-ZRH,Short-haul,5,Airport congestion,Minor,No,115,No,No,No,867.26,Passenger Services,20
INC001541,FL0006231,LH2307,D-AINA,2023-08-19,ATH-FRA,Medium-haul,5,Bird strike,Minor,No,142 passengers,No,No,No,712.11,ATC,40
INC001542,FL0006239,LH748,D-AIBA,20/08/2023,LHR-FRA,Short-haul,15,Connecting passengers,Minor,No,110,No,No,No,1409.78,Flight Crew,47
INC001543,FL0006247,LH811,D-AIXA,2023-08-20,FRA-IAD,Long-haul,15,Bird strike,Minor,No,219,No,No,No,1143.67,Operations Center,40
INC001544,FL0006256,LH8209,D-AICB,2023-08-21,BRU-FRA,Short-haul,15,Medical emergency,Minor,No,133,No,No,No,2264.53,Ground Handling,46
INC001545,FL0006261,LH7910,D-AIDA,2023-08-21,MUC-FRA,Short-haul,30,Passenger boarding,Moderate,No,143,No,No,No,2695.99,Passenger Services,84
INC001546,FL0006262,LH7694,D-AINB,2023-08-21,DUS-FRA,Short-haul,5,Weather conditions,Minor,No,140,No,No,No,948.57,Passenger Services,43
INC001547,FL0006267,LH1875,D-AIEA,2023-08-22,CDG-FRA,Short-haul,20,Airport congestion,Minor,No,155,No,No,No,3014.39,Operations Center,54
INC001548,FL0006268,LH4531,D-AIDB,2023-08-22,FRA-LHR,Short-haul,15,Fuel issue,Minor,No,132,No,No,No,1687.52,Passenger Services,68
INC001549,FL0006278,LH7053,D-AIXC,2023-08-22,JFK-FRA,Long-haul,45,Baggage loading,Moderate,No,260,No,No,No,2365.44,ATC,60
INC001550,FL0006284,LH5929,D-AIDB,2023-08-23,LHR-FRA,Short-haul,5,Passenger boarding,Minor,No,141,No,No,No,307.91,Ground Handling,29
INC001551,FL0006286,LH5622,D-AIBB,2023-08-23,FRA-MXP,Short-haul,15,Technical issue,Minor,No,109,No,No,No,1453.15,ATC,64
INC001552,FL0006287,LH2812,D-AICC,2023-08-23,FRA-MAD,Medium-haul,10,Fuel issue,Minor,No,142,No,No,No,705.55,Ground Handling,37
INC001553,FL0006294,LH8362,D-ABYD,2023-08-23,FRA-NRT,Long-haul,15,Strike action,Minor,No,319,No,No,No,2925.01,Passenger Services,70
INC001554,FL0006302,LH3954,D-AICC,2023-08-24,FRA-ZRH,Short-haul,15,Weather conditions,Minor,No,122,No,No,No,2366.96,Ground Handling,36
INC001555,FL0006309,LH6323,D-AIXD,2023-08-24,FRA-PVG,Long-haul,5,Strike action,Minor,No,233,No,No,No,462.79,Operations Center,48
INC001556,FL0006310,LH3062,D-AIEB,2023-08-25,FRA-CDG,Short-haul,90,Connecting passengers,Major,No,158,No,No,No,5485.1,Passenger Services,131
INC001557,FL0006311,LH6153,D-AIDB,25/08/2023,LHR-FRA,Short-haul,15,Crew availability,Minor,No,180,No,No,No,831.43,Operations Center,72
INC001558,FL0006312,LH9675,D-AIEB,2023-08-25,AMS-FRA,Short-haul,15,Bird strike,Minor,No,142,No,No,No,1889.1,Ground Handling,53
INC001559,FL0006315,LH8595,D-AICB,2023-08-25,FRA-ZRH,Short-haul,5,De-icing,Minor,No,138,No,No,No,800.49,Operations Center,58
INC001560,FL0006317,LH9561,D-AIDA,2023-08-25,FRA-IST,Medium-haul,15,Medical emergency,Minor,No,160,No,No,No,2273.23,ATC,60
INC001561,FL0006325,LH8249,D-AICC,2023-08-26,CDG-FRA,Short-haul,45,Late incoming aircraft,Moderate,No,147,No,No,No,8494.98,Ground Handling,72
INC001562,FL0006327,LH726,D-AICB,2023-08-26,FRA-AMS,Short-haul,5,Strike action,Minor,No,124 passengers,No,No,No,569.8,Flight Crew,51
INC001563,FL0006328,LH7358,D-AICC,2023-08-26,MXP-FRA,Short-haul,10,Connecting passengers,Minor,No,151,No,No,No,640.23,Flight Crew,33
INC001564,FL0006333,LH6938,D-ABYC,26/08/2023,FRA-IAD,Long-haul,10,Runway maintenance,Minor,No,314,No,No,No,1970.53,Ground Handling,34
INC001565,FL0006337,LH1274,D-AIBB,27/08/2023,FRA-LHR,Short-haul,10,Baggage loading,Minor,No,116,No,No,No,1215.12,Ground Handling,32
INC001566,FL0006339,LH3293,D-AIBA,2023-08-27,MXP-FRA,Short-haul,90,Weather conditions,Major,No,121,No,No,No,12235.22,Operations Center,131
INC001567,FL0006343,LH3463,D-AINA,2023-08-27,FRA-CPH,Short-haul,5,Late incoming aircraft,Minor,No,129,No,No,No,952.17,Operations Center,36
INC001568,FL0006363,LH1904,D-AIDB,2023-08-28,FRA-MUC,Short-haul,20,Fuel issue,Minor,No,162,No,No,No,2414.36,Ground Handling,32
INC001569,FL0006368,LH7590,D-AINB,2023-08-29,CDG-FRA,Short-haul,45,Technical issue,Moderate,No,144,No,No,No,5791.28,Passenger Services,85
INC001570,FL0006369,LH8452,D-AIEB,2023-08-29,LHR-FRA,Short-haul,15,Connecting passengers,Minor,No,176,No,No,No,2657.74,Passenger Services,64
INC001571,FL0006373,LH8666,D-AIBB,2023-08-29,FRA-VIE,Short-haul,45,Weather conditions,Moderate,No,95,No,No,No,4699.51,ATC,89
INC001572,FL0006375,LH9177,D-AIEA,2023-08-29,FRA-BRU,Short-haul,5,De-icing,Minor,No,138,No,No,No,879.22,Flight Crew,50
INC001573,FL0006380,LH2333,D-ABYB,2023-08-29,FRA-DXB,Long-haul,10,Passenger boarding,Minor,No,322,No,No,No,1549.3,Flight Crew,44
INC001574,FL0006381,LH6498,D-AIEA,2023-08-30,CDG-FRA,Short-haul,5,De-icing,Minor,No,147,No,No,No,538.89,Flight Crew,34
INC001575,FL0006382,LH8011,D-AIBA,2023-08-30,FRA-LHR,Short-haul,20,Weather conditions,Minor,No,111,No,No,No,2620.51,Flight Crew,60
INC001576,FL0006383,LH2826,D-AIDB,30/08/2023,AMS-FRA,Short-haul,30,Baggage loading,Moderate,No,144,No,No,No,2657.94,ATC,66
INC001577,FL0006391,LH1158,D-AIXC,2023-08-30,JFK-FRA,Long-haul,15,Baggage loading,Minor,No,258,No,No,No,2361.87,Operations Center,65
INC001578,FL0006395,LH4664,D-AIBB,2023-08-31,FRA-CDG,Short-haul,20,Passenger boarding,Minor,No,106,No,No,No,3906.42,Flight Crew,65
INC001579,FL0006403,LH6710,D-AIBA,2023-08-31,FRA-ZRH,Short-haul,15,Strike action,Minor,No,112,No,No,No,820.06,Flight Crew,55
INC001580,FL0006415,LH5425,D-AINB,2023-09-01,FRA-ZRH,Short-haul,10,Weather conditions,Minor,No,162,No,No,No,1803.74,ATC,31
INC001581,FL0006418,LH8678,D-AIEB,2023-09-01,DUS-FRA,Short-haul,45,Airport congestion,Moderate,No,174,No,No,No,8474.7,Operations Center,104
INC001582,FL0006421,LH9270,D-AIXD,2023-09-01,FRA-DEL,Long-haul,5,Technical issue,Minor,No,217,No,No,No,996.21,ATC,32
INC001583,FL0006422,LH6635,D-ABYD,2023-09-01,FRA-DXB,Long-haul,30,Crew availability,Moderate,No,272,No,No,No,3011.81,Operations Center,45
INC001584,FL0006427,LH9952,D-AIBB,2023-09-02,FRA-BRU,Short-haul,30,De-icing,Moderate,No,113,No,No,No,5121.21,Operations Center,44
INC001585,FL0006428,LH9358,D-AICA,2023-09-02,ATH-FRA,Medium-haul,5,Security check,Minor,No,161,No,No,No,715.31,ATC,15
INC001586,FL0006430,LH6539,D-AIXC,2023-09-02,FRA-ORD,Long-haul,10,De-icing,Minor,No,238 passengers,No,No,No,586.57,ATC,32
INC001587,FL0006431,LH9611,D-AIHC,2023-09-02,FRA-GRU,Long-haul,5,Connecting passengers,Minor,No,217,No,No,No,571.36,Ground Handling,56
INC001588,FL0006432,LH5271,D-AIDB,2023-09-03,FRA-CDG,Short-haul,30,De-icing,Moderate,No,137,No,No,No,4567.86,Passenger Services,67
INC001589,FL0006435,LH8995,D-AIBB,2023-09-03,FRA-BCN,Medium-haul,20,De-icing,Minor,No,129,No,No,No,2815.2,Flight Crew,38
INC001590,FL0006436,LH6583,D-AICC,2023-09-03,VIE-FRA,Short-haul,5,Strike action,Minor,No,127,No,No,No,948.66,ATC,16
INC001591,FL0006437,LH1667,D-AIBA,2023-09-03,FRA-WAW,Short-haul,15,Strike action,Minor,No,128,No,No,No,1043.08,ATC,74
INC001592,FL0006439,LH5071,D-AIDA,2023-09-03,ARN-FRA,Medium-haul,45,Strike action,Moderate,No,142,No,No,No,7544.26,Flight Crew,60
INC001593,FL0006452,LH4662,D-AIEB,2023-09-04,FRA-LIS,Medium-haul,20,Security check,Minor,No,152,No,No,No,1648.61,ATC,68
INC001594,FL0006453,LH4441,D-AIEB,2023-09-04,DUS-FRA,Short-haul,15,Bird strike,Minor,No,132,No,No,No,1382.79,ATC,73
INC001595,FL0006462,LH5955,D-AIDB,2023-09-05,FRA-MUC,Short-haul,20,Security check,Minor,No,140,No,No,No,1679.57,Operations Center,80
INC001596,FL0006466,LH8263,D-AIBA,06/09/2023,FRA-CDG,Short-haul,10,Bird strike,Minor,No,120,No,No,No,757.21,Operations Center,68
INC001597,FL0006467,LH7362,D-AIDB,2023-09-06,LHR-FRA,Short-haul,20,Runway maintenance,Minor,No,178,No,No,No,2855.07,Flight Crew,45
INC001598,FL0006472,LH3211,D-AICC,2023-09-06,FRA-MUC,Short-haul,60,De-icing,Major,No,144,No,No,No,9559.58,Passenger Services,89
INC001599,FL0006476,LH4586,D-AIXC,06/09/2023,DXB-FRA,Long-haul,10,Security check,Minor,No,245,No,No,No,1421.63,Passenger Services,63
INC001600,FL0006482,LH3193,D-AICB,2023-09-07,BRU-FRA,Short-haul,30,De-icing,Moderate,No,117,No,No,No,2200.16,Passenger Services,74
INC001601,FL0006485,LH8089,D-AINA,2023-09-07,FRA-ATH,Medium-haul,45,Baggage loading,Moderate,No,127,No,No,No,4921.74,Passenger Services,94
INC001602,FL0006486,LH5763,D-AIBB,2023-09-07,FRA-DUS,Short-haul,5,Connecting passengers,Minor,No,103,No,No,No,368.66,Passenger Services,35
INC001603,FL0006493,LH8485,D-AIEA,2023-09-08,FRA-MAD,Medium-haul,30,Runway maintenance,Moderate,No,164,No,No,No,5714.76,Passenger Services,45
INC001604,FL0006496,LH6926,D-AINB,2023-09-08,FRA-DUS,Short-haul,90,Connecting passengers,Major,No,171,No,No,No,16938.55,Operations Center,129
INC001605,FL0006499,LH3934,D-AICA,09/09/2023,FRA-CDG,Short-haul,90,Fuel issue,Major,No,149,No,No,No,13828.1,ATC,106
INC001606,FL0006501,LH1117,D-AIBB,2023-09-09,AMS-FRA,Short-haul,10,Air traffic control,Minor,No,118,No,No,No,1495.82,ATC,44
INC001607,FL0006503,LH7062,D-AINA,2023-09-09,MXP-FRA,Short-haul,45,Runway maintenance,Moderate,No,138,No,No,No,5194.8,Ground Handling,91
INC001608,FL0006508,LH2876,D-AICC,09/09/2023,MUC-FRA,Short-haul,20,Fuel issue,Minor,No,144,No,No,No,3931.2,Operations Center,62
INC001609,FL0006517,LH435,D-AIBB,2023-09-10,FRA-CDG,Short-haul,10,De-icing,Minor,No,103 passengers,No,No,No,1237.5,ATC,59
INC001610,FL0006518,LH5783,D-AICC,2023-09-10,FRA-LHR,Short-haul,30,Strike action,Moderate,No,114 passengers,No,No,No,2211.73,ATC,84
INC001611,FL0006522,LH9991,D-AICA,2023-09-10,ARN-FRA,Medium-haul,20,Runway maintenance,Minor,No,139,No,No,No,1927.83,ATC,35
INC001612,FL0006533,LH209,D-AIXD,11/09/2023,FRA-IAD,Long-haul,45,Fuel issue,Moderate,No,236,No,No,No,7720.06,ATC,63
INC001613,FL0006534,LH3597,D-AIKA,2023-09-11,YYZ-FRA,Long-haul,30,Runway maintenance,Moderate,No,170,No,No,No,3603.66,Flight Crew,78
INC001614,FL0006548,LH6456,D-AINB,2023-09-13,FRA-VIE,Short-haul,5,Security check,Minor,No,157,No,No,No,379.23,Ground Handling,28
INC001615,FL0006551,LH924,D-AICC,2023-09-13,FRA-MUC,Short-haul,5,Bird strike,Minor,No,158,No,No,No,406.78,Passenger Services,44
INC001616,FL0006552,LH4133,D-AIDA,2023-09-13,DUS-FRA,Short-haul,30,Passenger boarding,Moderate,No,132,No,No,No,1688.73,Flight Crew,64
INC001617,FL0006553,LH3294,D-AIKB,2023-09-13,FRA-JFK,Long-haul,10,Technical issue,Minor,No,220,No,No,No,1737.69,Operations Center,21
INC001618,FL0006554,LH472,D-ABYD,2023-09-13,FRA-PVG,Long-haul,5,Technical issue,Minor,No,333,No,No,No,618.66,ATC,57
INC001619,FL0006565,LH9475,D-AIEB,2023-09-15,LHR-FRA,Short-haul,15,De-icing,Minor,No,182,No,No,No,2262.75,Passenger Services,72
INC001620,FL0006576,LH1708,D-AICC,2023-09-16,FRA-LHR,Short-haul,5,Connecting passengers,Minor,No,114,No,No,No,332.44,Operations Center,58
INC001621,FL0006586,LH9299,D-AIHA,2023-09-16,FRA-GRU,Long-haul,5,Passenger boarding,Minor,No,265,No,No,No,693.6,ATC,61
INC001622,FL0006593,LH3802,D-AIDB,2023-09-17,FRA-LIS,Medium-haul,10,Weather conditions,Minor,No,176,No,No,No,1391.04,Operations Center,53
INC001623,FL0006596,LH5724,D-AIKB,2023-09-17,IAD-FRA,Long-haul,10,De-icing,Minor,No,175,No,No,No,1777.54,Passenger Services,33
INC001624,FL0006601,LH2013,D-AICA,2023-09-18,FCO-FRA,Short-haul,10,Baggage loading,Minor,No,143,No,No,No,973.69,Operations Center,54
INC001625,FL0006603,LH4043,D-AIEB,2023-09-18,ZRH-FRA,Short-haul,15,Baggage loading,Minor,No,181,No,No,No,1813.31,Operations Center,30
INC001626,FL0006604,LH5514,D-AIEB,2023-09-18,WAW-FRA,Short-haul,10,Passenger boarding,Minor,No,162,No,No,No,1234.04,Ground Handling,53
INC001627,FL0006610,LH4227,D-AIHB,2023-09-18,BKK-FRA,Long-haul,10,Passenger boarding,Minor,No,242,No,No,No,1101.26,Ground Handling,27
INC001628,FL0006620,LH3879,D-AIKA,2023-09-19,FRA-JFK,Long-haul,5,Late incoming aircraft,Minor,No,194,No,No,No,724.51,Passenger Services,30
INC001629,FL0006622,LH271,D-AIXD,2023-09-19,FRA-IAD,Long-haul,60,Weather conditions,Major,No,234,No,No,No,10434.8,Operations Center,81
INC001630,FL0006623,LH9545,D-AIXB,2023-09-19,FRA-DEL,Long-haul,45,Airport congestion,Moderate,No,237,No,No,No,4983.68,ATC,64
INC001631,FL0006624,LH7112,D-AIBA,2023-09-20,FRA-CDG,Short-haul,15,Connecting passengers,Minor,No,127,No,No,No,1705.54,Operations Center,46
INC001632,FL0006627,LH6078,D-AINA,2023-09-20,FRA-VIE,Short-haul,5,Fuel issue,Minor,No,140,No,No,No,323.89,Operations Center,18
INC001633,FL0006636,LH435,D-AIDA,2023-09-21,FRA-BRU,Short-haul,10,Runway maintenance,Minor,No,131,No,No,No,708.81,Ground Handling,67
INC001634,FL0006637,LH2558,D-AINB,2023-09-21,FRA-WAW,Short-haul,15,Strike action,Minor,No,135,No,No,No,2831.82,Flight Crew,72
INC001635,FL0006645,LH3374,D-AINA,2023-09-22,FRA-LHR,Short-haul,20,Connecting passengers,Minor,No,137,No,No,No,1782.95,Ground Handling,41
INC001636,FL0006650,LH5866,D-AINB,2023-09-22,LIS-FRA,Medium-haul,10,Air traffic control,Minor,No,143,No,No,No,1420.94,ATC,58
INC001637,FL0006652,LH9135,D-AIXA,2023-09-22,FRA-IAD,Long-haul,30,Security check,Moderate,No,211,No,No,No,2091.85,Ground Handling,74
INC001638,FL0006662,LH2654,D-AICA,2023-09-23,IST-FRA,Medium-haul,60,Strike action,Major,No,144,No,No,No,5302.51 EUR,Operations Center,116
INC001639,FL0006663,LH4649,D-AICB,2023-09-23,ATH-FRA,Medium-haul,10,Late incoming aircraft,Minor,No,150,No,No,No,644.4,ATC,31
INC001640,FL0006664,LH3090,D-AIDB,2023-09-23,FRA-MUC,Short-haul,10,Baggage loading,Minor,No,164,No,No,No,637.18,Passenger Services,25
INC001641,FL0006667,LH3315,D-AIXD,2023-09-23,YYZ-FRA,Long-haul,5,Weather conditions,Minor,No,187,No,No,No,292.0,Operations Center,41
INC001642,FL0006676,LH5067,D-AIKA,2023-09-24,FRA-ORD,Long-haul,5,Air traffic control,Minor,No,200,No,No,No,273.3,Passenger Services,33
INC001643,FL0006685,LH8042,D-AIEB,2023-09-25,FRA-DUS,Short-haul,90,Connecting passengers,Major,No,143,No,No,No,9744.35,Flight Crew,140
INC001644,FL0006699,LH4923,D-AIXA,2023-09-26,JFK-FRA,Long-haul,45,Baggage loading,Moderate,No,256,No,No,No,5342.13,Operations Center,103
INC001645,FL0006701,LH5600,D-ABYC,2023-09-26,FRA-PVG,Long-haul,5,Weather conditions,Minor,No,283,No,No,No,673.31,Flight Crew,27
INC001646,FL0006710,LH3189,D-AINA,2023-09-27,FRA-DUS,Short-haul,20,Fuel issue,Minor,No,142,No,No,No,2034.68,ATC,79
INC001647,FL0006713,LH971,D-AICC,2023-09-28,FRA-LHR,Short-haul,10,Weather conditions,Minor,No,152 passengers,No,No,No,1274.97,Ground Handling,36
INC001648,FL0006719,LH6518,D-AIBA,2023-09-28,FRA-MUC,Short-haul,10,Medical emergency,Minor,No,107,No,No,No,628.33 EUR,Operations Center,54
INC001649,FL0006720,LH7742,D-AINB,2023-09-28,DUS-FRA,Short-haul,20,Baggage loading,Minor,No,156,No,No,No,1366.11,Ground Handling,40
INC001650,FL0006731,LH4547,D-ABYD,29/09/2023,FRA-ORD,Long-haul,5,Runway maintenance,Minor,No,285,No,No,No,939.52,Passenger Services,55
INC001651,FL0006734,LH3636,D-AIKC,2023-09-29,FRA-GRU,Long-haul,30,Strike action,Moderate,No,185,No,No,No,5664.08,Flight Crew,56
INC001652,FL0006744,LH7253,D-AIBB,2023-09-30,FRA-MUC,Short-haul,10,Security check,Minor,No,95,No,No,No,543.14,ATC,32
INC001653,FL0006747,LH6587,D-ABYD,2023-09-30,BKK-FRA,Long-haul,5,Bird strike,Minor,No,332,No,No,No,731.04,ATC,20
INC001654,FL0006748,LH8422,D-ABYC,2023-09-30,DXB-FRA,Long-haul,15,Medical emergency,Minor,No,259,No,No,No,2444.9,Passenger Services,53
INC001655,FL0006764,LH9662,D-AINB,2023-10-02,FRA-MUC,Short-haul,10,De-icing,Minor,No,127,No,No,No,1317.31,Passenger Services,55
INC001656,FL0006770,LH4234,D-AIDA,2023-10-03,BCN-FRA,Medium-haul,15,Late incoming aircraft,Minor,No,129,No,No,No,1899.8,ATC,61
INC001657,FL0006771,LH6813,D-AINA,2023-10-03,VIE-FRA,Short-haul,10,De-icing,Minor,No,153,No,No,No,1049.22 EUR,Passenger Services,39
INC001658,FL0006772,LH8033,D-AIBA,2023-10-03,FRA-ZRH,Short-haul,20,Airport congestion,Minor,No,110,No,No,No,3873.69,ATC,77
INC001659,FL0006773,LH6662,D-AIDA,2023-10-03,FRA-MUC,Short-haul,10,Late incoming aircraft,Minor,No,165,No,No,No,1976.07 EUR,Operations Center,20
INC001660,FL0006780,LH6930,D-AIBA,2023-10-04,LHR-FRA,Short-haul,15,Technical issue,Minor,No,96,No,No,No,1748.93,ATC,32
INC001661,FL0006793,LH5530,D-AIEA,2023-10-05,FRA-LHR,Short-haul,30,Fuel issue,Moderate,No,147,No,No,No,3912.85,Operations Center,44
INC001662,FL0006794,LH4689,D-AIDA,2023-10-05,FCO-FRA,Short-haul,45,Security check,Moderate,No,138,No,No,No,6286.68,ATC,79
INC001663,FL0006795,LH4900,D-AIEA,2023-10-05,MAD-FRA,Medium-haul,60,Runway maintenance,Major,No,170,No,No,No,11289.98,Passenger Services,108
INC001664,FL0006801,LH1410,D-AIBA,2023-10-06,LHR-FRA,Short-haul,20,Connecting passengers,Minor,No,111,No,No,No,2369.8,Operations Center,59
INC001665,FL0006806,LH8759,D-AINB,2023-10-06,ZRH-FRA,Short-haul,15,Baggage loading,Minor,No,161,No,No,No,1931.02,Ground Handling,63
INC001666,FL0006814,LH754,D-AIHA,2023-10-06,BKK-FRA,Long-haul,10,Technical issue,Minor,No,245,No,No,No,1292.84,Passenger Services,61
INC001667,FL0006815,LH7630,D-AIDA,2023-10-07,FRA-CDG,Short-haul,30,Bird strike,Moderate,No,142,No,No,No,4034.4,Flight Crew,63
INC001668,FL0006817,LH4067,D-AINB,2023-10-07,FCO-FRA,Short-haul,20,Runway maintenance,Minor,No,162,No,No,No,1523.74,Passenger Services,57
INC001669,FL0006819,LH4768,D-AIBA,2023-10-07,BRU-FRA,Short-haul,10,Connecting passengers,Minor,No,129,No,No,No,1692.02,ATC,44
INC001670,FL0006824,LH7268,D-AIEA,2023-10-08,CDG-FRA,Short-haul,5,De-icing,Minor,No,176,No,No,No,714.55,Operations Center,62
INC001671,FL0006829,LH1446,D-AIDB,2023-10-08,FRA-BRU,Short-haul,20,Airport congestion,Minor,No,138,No,No,No,3156.0,Passenger Services,58
INC001672,FL0006834,LH1784,D-AICB,2023-10-09,LHR-FRA,Short-haul,10,Fuel issue,Minor,No,115,No,No,No,1362.69,Passenger Services,45
INC001673,FL0006840,LH7080,D-AIDB,2023-10-09,ZRH-FRA,Short-haul,10,Late incoming aircraft,Minor,No,145,No,No,No,1327.7,Operations Center,61
INC001674,FL0006841,LH1682,D-AIBA,2023-10-09,FRA-ARN,Medium-haul,15,Weather conditions,Minor,No,113,No,No,No,1447.98,Ground Handling,46
INC001675,FL0006843,LH8491,D-AIXC,09/10/2023,FRA-PVG,Long-haul,15,Airport congestion,Minor,No,185,No,No,No,983.89,Flight Crew,62
INC001676,FL0006844,LH2072,D-AINA,2023-10-10,CDG-FRA,Short-haul,10,Crew availability,Minor,No,169,No,No,No,863.66,Flight Crew,53
INC001677,FL0006851,LH518,D-AINB,2023-10-10,FRA-BRU,Short-haul,15,Connecting passengers,Minor,No,150,No,No,No,1439.61,Flight Crew,41
INC001678,FL0006854,LH6415,D-AIBA,2023-10-10,MUC-FRA,Short-haul,10,Passenger boarding,Minor,No,108,No,No,No,848.65,Ground Handling,24
INC001679,FL0006859,LH3737,D-AICC,2023-10-11,FRA-FCO,Short-haul,15,Security check,Minor,No,131,No,No,No,2836.14,Operations Center,59
INC001680,FL0006860,LH6152,D-AIBB,2023-10-11,MAD-FRA,Medium-haul,15,Passenger boarding,Minor,No,117,No,No,No,871.84,Passenger Services,48
INC001681,FL0006861,LH7579,D-AINB,2023-10-11,VIE-FRA,Short-haul,5,Strike action,Minor,No,152,No,No,No,940.58,Flight Crew,41
INC001682,FL0006862,LH6749,D-AIDA,2023-10-11,FRA-BRU,Short-haul,15,Runway maintenance,Minor,No,159,No,No,No,1882.33,Passenger Services,66
INC001683,FL0006864,LH5548,D-AIDB,2023-10-11,FRA-ATH,Medium-haul,10,Fuel issue,Minor,No,151,No,No,No,682.93,Operations Center,58
INC001684,FL0006868,LH3305,D-AIBB,2023-10-12,FRA-AMS,Short-haul,10,Security check,Minor,No,125,No,No,No,1560.21,Ground Handling,68
INC001685,FL0006870,LH5215,D-AINB,2023-10-12,FRA-MXP,Short-haul,30,Airport congestion,Moderate,No,168,No,No,No,2830.99,Flight Crew,50
INC001686,FL0006873,LH8485,D-AIXC,2023-10-12,DEL-FRA,Long-haul,10,De-icing,Minor,No,235,No,No,No,1363.12,Passenger Services,46
INC001687,FL0006880,LH7903,D-AIBA,2023-10-13,FRA-ZRH,Short-haul,30,Bird strike,Moderate,No,97,No,No,No,3607.17,ATC,47
INC001688,FL0006887,LH4797,D-ABYC,2023-10-13,FRA-JNB,Long-haul,20,Connecting passengers,Minor,No,303,No,No,No,3753.12,ATC,53
INC001689,FL0006892,LH3471,D-AICA,2023-10-14,FRA-MAD,Medium-haul,10,Strike action,Minor,No,114,No,No,No,507.95,Passenger Services,64
INC001690,FL0006896,LH8207,D-AIEB,2023-10-14,FRA-ATH,Medium-haul,5,Technical issue,Minor,No,177,No,No,No,829.97,Ground Handling,35
INC001691,FL0006903,LH4216,D-AIDA,2023-10-15,FRA-MAD,Medium-haul,15,De-icing,Minor,No,161,No,No,No,2527.56,Flight Crew,65
INC001692,FL0006905,LH9749,D-AIKC,2023-10-15,FRA-JFK,Long-haul,30,Technical issue,Moderate,No,160,No,No,No,3474.12,Operations Center,84
INC001693,FL0006909,LH5569,D-AICA,2023-10-16,LHR-FRA,Short-haul,10,Technical issue,Minor,No,122,No,No,No,539.34,Ground Handling,68
INC001694,FL0006913,LH8433,D-AIEB,2023-10-16,FRA-VIE,Short-haul,30,Air traffic control,Moderate,No,160,No,No,No,2365.57,Passenger Services,41
INC001695,FL0006917,LH985,D-AIXB,2023-10-16,JFK-FRA,Long-haul,20,Passenger boarding,Minor,No,239,No,No,No,1545.97,Ground Handling,44
INC001696,FL0006918,LH4868,D-AIKB,2023-10-16,SIN-FRA,Long-haul,10,Technical issue,Minor,No,187,No,No,No,1924.12,Ground Handling,31
INC001697,FL0006923,LH6665,D-AINB,2023-10-17,FRA-FCO,Short-haul,15,Passenger boarding,Minor,No,162,No,No,No,920.8,Passenger Services,58
INC001698,FL0006925,LH5393,D-AICB,2023-10-17,FRA-VIE,Short-haul,20,Strike action,Minor,No,143 passengers,No,No,No,3797.34,Flight Crew,67
INC001699,FL0006926,LH9277,D-AICC,2023-10-17,ZRH-FRA,Short-haul,20,Strike action,Minor,No,121,No,No,No,3328.82,ATC,78
INC001700,FL0006928,LH6812,D-AINA,2023-10-17,FRA-MUC,Short-haul,45,Late incoming aircraft,Moderate,No,136,No,No,No,3962.94,Passenger Services,89
INC001701,FL0006932,LH8943,D-AICB,2023-10-18,CDG-FRA,Short-haul,5,Weather conditions,Minor,No,146 passengers,No,No,No,533.08,Operations Center,32
INC001702,FL0006936,LH361,D-AIEA,2023-10-18,MAD-FRA,Medium-haul,5,Baggage loading,Minor,No,155,No,No,No,902.77,Flight Crew,59
INC001703,FL0006937,LH6334,D-AINB,2023-10-18,BRU-FRA,Short-haul,5,Fuel issue,Minor,No,154,No,No,No,430.13,Ground Handling,31
INC001704,FL0006938,LH7270,D-AIDB,18/10/2023,FRA-CPH,Short-haul,20,Baggage loading,Minor,No,168,No,No,No,3578.48,Ground Handling,53
INC001705,FL0006941,LH8992,D-AINB,2023-10-19,CDG-FRA,Short-haul,30,Bird strike,Moderate,No,122,No,No,No,4516.22,Ground Handling,50
INC001706,FL0006947,LH6808,D-AIBA,2023-10-19,MUC-FRA,Short-haul,5,Fuel issue,Minor,No,99,No,No,No,258.29,Flight Crew,23
INC001707,FL0006949,LH2493,D-AIXC,2023-10-19,PVG-FRA,Long-haul,15,Security check,Minor,No,192,No,No,No,2085.4,Flight Crew,29
INC001708,FL0006954,LH7242,D-AIBB,2023-10-20,FRA-MXP,Short-haul,10,Strike action,Minor,No,115,No,No,No,1394.45,Flight Crew,37
INC001709,FL0006963,LH2510,D-AIKB,2023-10-20,NRT-FRA,Long-haul,20,Fuel issue,Minor,No,214,No,No,No,2807.68,ATC,59
