survey_id,passenger_id,flight_id,survey_date,travel_class,nationality,frequent_flyer_status,trip_purpose,overall_satisfaction,check_in_rating,security_rating,lounge_rating,boarding_rating,seat_comfort_rating,cabin_crew_rating,food_rating,entertainment_rating,wifi_rating,would_recommend,nps_score,comments
SUR002894,PAX00024597,FL0000170,2021-08-31,Economy,Austria,None,Leisure,5,3,7,,7,7,3,6,4,6,Maybe,4.0,Wifi was too slow for work
SUR002895,PAX00006896,FL0004955,2023-05-24,Economy,United States,None,Visiting Family,2/10,2,2,,4,4,1,3,1,3,No,4.0,
SUR002896,PAX00019703,FL0002896,2022-05-15,Economy,United States,HON Circle,Other,5,7,5,,5,4,7,1,9,5,Maybe,8.0,Baggage took too long at arrival
SUR002897,PAX00031256,FL0006108,2023-07-10,Economy,United States,Frequent Traveller,Visiting Family,8,10,10,,6,8,9,1,1,9,Yes,6.0,
SUR002898,PAX00037960,FL0000148,2021-09-07,Economy,Canada,None,Visiting Family,5,3,3,,5,5,6,9,2,3,Maybe,3.0,Long queues at security in Frankfurt
SUR002899,PAX00023433,FL0006839,2023-09-11,Economy,India,None,Other,2,2,4,,3,3,1,1,8,4,No,6.0,
SUR002900,PAX00030759,FL0002342,2022-03-14,Economy,Spain,Frequent Traveller,Business,6,6,7,,8,7,7,7,1,3,Maybe,7.0,Smooth connection at Frankfurt hub
SUR002901,PAX00012416,FL0005408,2023-04-20,Economy,Spain,Senator,Leisure,10,8,8,,10,9,10,5,8,5,Yes,6.0,
SUR002902,PAX00019460,FL0003185,2022-07-24,Premium Economy,India,None,Visiting Family,5/10,3,6,,4,4,6,3,3,8,Maybe,1.0,Wifi was too slow for work
SUR002903,PAX00000861,FL0001273,2022-03-10,Premium Economy,Canada,Frequent Traveller,Visiting Family,8,8,9,,10,6,6,4,1,9,Yes,9.0,Wifi was too slow for work
SUR002904,PAX00002499,FL0004290,2023-03-12,Economy,Germany,None,Other,1,3,3,,3,3,2,1,2,2,No,8.0,Food quality has improved
SUR002905,PAX00030523,FL0009555,2024-04-02,Economy,Greece,Frequent Traveller,Visiting Family,4,6,2,,3,2,4,2,3,1,No,,Flight was delayed but communication was good
SUR002906,PAX00028280,FL0006068,2023-08-05,Economy,UAE,None,Leisure,8/10,8,9,,9,5,6,1,9,3,Yes,1.0,
SUR002907,PAX00001198,FL0003150,2022-09-11,Economy,Turkey,None,Leisure,6,5,5,,7,5,6,5,7,3,Maybe,7.0,Business class seat was outstanding
SUR002908,PAX00035274,FL0000745,2022-02-04,Economy,Brazil,HON Circle,Visiting Family,1,1,1,,3,1,3,1,5,5,No,6.0,Food quality has improved
SUR002909,PAX00007298,FL0000753,2022-02-13,Economy,Italy,Frequent Traveller,Leisure,5,6,3,,3,7,5,2,5,9,Maybe,10.0,
SUR002910,PAX00036995,FL0007919,2023-09-19,Premium Economy,South Africa,None,Visiting Family,9,8,8,,8,9,7,5,8,6,Yes,4.0,Excellent Lufthansa service as always
SUR002911,PAX00005672,FL0008453,2024-01-20,Economy,Belgium,HON Circle,Visiting Family,8,10,8,,7,5,10,3,9,1,Yes,3.0,Long queues at security in Frankfurt
SUR002912,PAX00027643,FL0005883,2023-04-10,Economy,India,HON Circle,Leisure,9,10,9,,9,9,7,8,8,1,Yes,7.0,Flight was delayed but communication was good
SUR002913,PAX00030378,FL0008012,2023-09-14,Economy,Singapore,None,Visiting Family,4,5,6,,5,4,6,6,5,9,No,0.0,Food quality has improved
SUR002914,PAX00042792,FL0009417,2024-05-06,Economy,Germany,None,Visiting Family,10,10,9,,8,9,9,3,6,9,Yes,0.0,Business class seat was outstanding
SUR002915,PAX00008294,FL0009150,2023-11-28,Economy,United States,HON Circle,Visiting Family,10,10,10,,9,8,9,9,2,8,Yes,7.0,
SUR002916,PAX00002315,FL0005601,2023-06-21,Economy,Greece,None,Visiting Family,3,5,3,,3,1,2,7,2,8,No,5.0,Food quality has improved
SUR002917,PAX00041035,FL0009334,2024-05-29,Economy,Turkey,HON Circle,Visiting Family,6,8,6,,4,8,7,5,4,3,Maybe,8.0,Clean and comfortable cabin
SUR002918,PAX00020408,FL0011233,14/06/2024,Business,Italy,HON Circle,Visiting Family,1,1,2,10.0,3,2,3,3,8,2,No,3.0,Cabin crew was very professional
SUR002919,PAX00015181,FL0003552,2022-11-07,Economy,Italy,Frequent Traveller,Other,5,4,6,,3,3,5,10,2,9,Maybe,10.0,Wifi was too slow for work
SUR002920,PAX00032983,FL0009469,2024-04-08,Business,Spain,Frequent Traveller,Visiting Family,1,2,3,3.0,1,1,2,3,7,1,No,10.0,Excellent Lufthansa service as always
SUR002921,PAX00018923,FL0001535,2022-04-14,Economy,South Africa,Senator,Other,1,3,3,,1,1,1,4,9,6,No,4.0,Baggage took too long at arrival
SUR002922,PAX00039690,FL0007814,2023-08-01,Economy,Germany,None,Business,8,6,10,,9,6,7,1,4,7,Yes,7.0,
SUR002923,PAX00018310,FL0003628,2022-10-18,Economy,Austria,Senator,Business,6,7,6,,5,6,4,1,10,3,Maybe,10.0,
SUR002924,PAX00015160,FL0007901,2024-01-03,Economy,Spain,Senator,Visiting Family,9,8,9,,7,9,8,1,9,3,Yes,4.0,Baggage took too long at arrival
SUR002925,PAX00022110,FL0012012,2024-09-25,Business,Sweden,HON Circle,Leisure,6,6,5,4.0,6,7,7,4,5,2,Maybe,5.0,Smooth connection at Frankfurt hub
SUR002926,PAX00035150,FL0005615,2023-05-24,Economy,Italy,None,Other,5,6,4,,7,4,3,6,1,8,Maybe,2.0,
SUR002927,PAX00029239,FL0000003,2021-11-05,Economy,Sweden,Frequent Traveller,Other,1,1,1,,1,1,1,10,3,5,No,4.0,Flight was delayed but communication was good
SUR002928,PAX00024083,FL0008285,2023-12-31,Economy,China,None,Business,5,3,6,,4,6,6,5,2,5,Maybe,7.0,Clean and comfortable cabin
SUR002929,PAX00015981,FL0006115,24/04/2023,Economy,Singapore,HON Circle,Business,6,4,5,,6,6,6,8,2,5,Maybe,10.0,Smooth connection at Frankfurt hub
SUR002930,PAX00018236,FL0008375,2023-11-07,Economy,Belgium,Senator,Business,10,8,9,,8,9,9,10,10,2,Yes,5.0,Food quality has improved
SUR002931,PAX00014064,FL0011953,19/08/2024,Economy,UAE,None,Business,7,5,7,,9,9,5,2,10,8,Yes,5.0,
SUR002932,PAX00029662,FL0008947,2023-12-12,Economy,Italy,None,Business,7,9,7,,9,6,7,5,3,5,Yes,0.0,
SUR002933,PAX00031227,FL0002017,2022-05-04,Economy,France,None,Leisure,3,5,2,,3,3,4,3,5,8,No,8.0,
SUR002934,PAX00007008,FL0010676,2024-04-21,Premium Economy,Portugal,None,Leisure,2,1,4,,4,1,1,9,2,5,No,3.0,Cabin crew was very professional
SUR002935,PAX00012402,FL0002927,2022-06-08,Premium Economy,United States,None,Other,7,7,5,,7,8,5,1,7,1,Yes,,Excellent Lufthansa service as always
SUR002936,PAX00015506,FL0000865,05/12/2021,Economy,Austria,None,Business,9,10,10,,8,6,10,9,7,5,Yes,10.0,
SUR002937,PAX00004537,FL0008282,2023-12-28,Economy,Austria,None,Other,4,6,4,,6,1,4,2,4,1,No,3.0,Excellent Lufthansa service as always
SUR002938,PAX00023743,FL0003355,2022-10-07,Economy,Portugal,HON Circle,Visiting Family,7/10,5,5,,9,9,9,2,8,2,Yes,3.0,Food quality has improved
SUR002939,PAX00039720,FL0001574,2022-06-01,Economy,Sweden,HON Circle,Business,7,9,9,,5,5,6,5,9,5,Yes,1.0,Cabin crew was very professional
SUR002940,PAX00008149,FL0001214,2021-12-16,Economy,Spain,HON Circle,Leisure,4/10,6,5,,6,6,4,3,2,4,No,7.0,
SUR002941,PAX00016119,FL0001678,2022-02-18,Economy,Greece,HON Circle,Visiting Family,4,6,6,,4,6,2,3,8,6,No,7.0,Cabin crew was very professional
SUR002942,PAX00008022,FL0005070,2022-12-30,Business,Italy,HON Circle,Other,1,2,3,8.0,1,3,3,8,1,10,No,5.0,Wifi was too slow for work
SUR002943,PAX00005609,FL0002935,2022-08-30,Economy,South Africa,None,Visiting Family,5,6,5,,3,2,5,5,2,5,Maybe,2.0,
SUR002944,PAX00018748,FL0003609,2023-01-03,Economy,Belgium,None,Business,9,9,9,,10,9,9,10,10,4,Yes,1.0,Excellent Lufthansa service as always
SUR002945,PAX00019533,FL0009718,2024-04-28,Premium Economy,Spain,HON Circle,Other,1,3,2,,1,3,2,6,10,6,No,2.0,Flight was delayed but communication was good
SUR002946,PAX00001270,FL0008320,2023-10-23,Economy,Belgium,None,Other,7,5,7,,9,6,5,8,2,6,Yes,6.0,Flight was delayed but communication was good
SUR002947,PAX00000492,FL0002494,2022-08-17,Economy,South Africa,None,Leisure,9,8,9,,7,10,8,10,6,9,Yes,4.0,
SUR002948,PAX00004264,FL0004256,2022-11-14,Economy,Greece,None,Other,9,10,8,,10,6,8,8,7,9,Yes,4.0,
SUR002949,PAX00018660,FL0005941,2023-07-12,Premium Economy,Spain,HON Circle,Visiting Family,8,6,6,,6,5,8,10,5,2,Yes,8.0,
SUR002950,PAX00039734,FL0010948,2024-04-08,Business,Turkey,Frequent Traveller,Visiting Family,10,8,9,2.0,9,7,9,6,2,2,Yes,9.0,Flight was delayed but communication was good
SUR002951,PAX00041782,FL0008107,2023-10-10,Economy,France,None,Business,2,4,4,,2,1,4,5,10,6,No,9.0,Wifi was too slow for work
SUR002952,PAX00027591,FL0004424,2023-01-28,Economy,Japan,None,Leisure,4,2,5,,4,1,5,10,8,6,No,10.0,Baggage took too long at arrival
SUR002953,PAX00001446,FL0008591,2024-02-09,Economy,United States,Frequent Traveller,Visiting Family,8,10,9,,8,5,8,8,9,8,Yes,3.0,Flight was delayed but communication was good
SUR002954,PAX00020933,FL0008429,2024-03-13,Business,Spain,None,Visiting Family,10,9,10,10.0,8,9,8,2,6,6,Yes,1.0,
SUR002955,PAX00007030,FL0011283,2024-09-25,Economy,Thailand,None,Leisure,1,1,2,,3,1,1,8,6,9,No,4.0,Flight was delayed but communication was good
SUR002956,PAX00021034,FL0004966,2023-01-27,Economy,Greece,None,Visiting Family,9,8,10,,7,6,10,2,9,10,Yes,5.0,Food quality has improved
SUR002957,PAX00018560,FL0001539,2022-02-26,Economy,Singapore,None,Leisure,1,1,1,,1,2,2,5,4,6,No,,Food quality has improved
SUR002958,PAX00031497,FL0011799,2024-10-09,Business,Canada,None,Visiting Family,2,2,1,4.0,4,2,4,4,10,3,No,4.0,Flight was delayed but communication was good
SUR002959,PAX00030049,FL0007995,2023-10-10,Economy,Switzerland,Frequent Traveller,Business,8,10,10,,10,5,10,4,6,2,Yes,4.0,
SUR002960,PAX00026443,FL0001511,2022-03-20,Business,Belgium,HON Circle,Business,7,5,8,2.0,6,5,5,10,3,7,Yes,,
SUR002961,PAX00010797,FL0005074,2023-05-01,Economy,Poland,Senator,Leisure,3,3,2,,1,5,5,5,7,8,No,3.0,
SUR002962,PAX00024939,FL0004710,2022-12-23,Economy,Denmark,None,Other,5,6,6,,7,7,3,9,7,10,Maybe,10.0,Business class seat was outstanding
SUR002963,PAX00005170,FL0002826,2022-04-27,Business,Spain,None,Business,5,3,6,1.0,3,7,4,2,1,1,Maybe,2.0,
SUR002964,PAX00018026,FL0006897,2023-09-26,Economy,Greece,None,Other,3,5,2,,2,2,2,2,1,1,No,7.0,Cabin crew was very professional
SUR002965,PAX00016177,FL0001478,2022-05-17,Economy,China,Frequent Traveller,Business,4,6,5,,2,3,2,5,2,3,No,10.0,Clean and comfortable cabin
SUR002966,PAX00020371,FL0007148,2023-08-23,Premium Economy,Thailand,HON Circle,Visiting Family,8,7,9,,9,9,6,2,6,8,Yes,6.0,Business class seat was outstanding
SUR002967,PAX00006214,FL0004982,2023-02-08,Economy,Singapore,None,Business,6,8,4,,5,7,7,3,1,6,Maybe,9.0,Wifi was too slow for work
SUR002968,PAX00015007,FL0003395,2022-10-29,Economy,Poland,None,Other,4,5,2,,5,2,2,6,2,1,No,5.0,Business class seat was outstanding
SUR002969,PAX00004234,FL0010310,2024-06-05,Economy,Thailand,HON Circle,Leisure,9,10,10,,7,7,9,7,10,10,Yes,2.0,
SUR002970,PAX00026096,FL0008827,2024-04-16,Premium Economy,Germany,HON Circle,Business,6,6,6,,4,6,4,10,7,7,Maybe,5.0,
SUR002971,PAX00022230,FL0009281,2024-04-28,Economy,Poland,None,Visiting Family,1,1,1,,1,1,2,8,1,9,No,10.0,Smooth connection at Frankfurt hub
SUR002972,PAX00028892,FL0004940,2022-12-18,Economy,Austria,None,Business,8,9,10,,6,9,9,2,4,7,Yes,5.0,Business class seat was outstanding
SUR002973,PAX00011259,FL0010397,2024-04-18,Economy,Germany,Frequent Traveller,Visiting Family,5,3,7,,3,4,3,10,2,10,Maybe,6.0,Excellent Lufthansa service as always
SUR002974,PAX00000094,FL0003907,2022-10-26,Economy,Thailand,Frequent Traveller,Leisure,3,5,4,,3,5,4,4,4,3,No,4.0,Baggage took too long at arrival
SUR002975,PAX00025607,FL0004490,2023-03-17,Economy,Portugal,Frequent Traveller,Leisure,4,4,2,,4,1,6,1,4,4,No,,Food quality has improved
SUR002976,PAX00012863,FL0004377,2022-12-24,Economy,Austria,HON Circle,Business,9,10,8,,9,10,9,4,4,3,Yes,4.0,Wifi was too slow for work
SUR002977,PAX00022871,FL0002350,2022-07-29,Economy,UAE,None,Other,6,8,4,,6,5,5,1,3,7,Maybe,3.0,Excellent Lufthansa service as always
SUR002978,PAX00014462,FL0004180,2023-01-21,Economy,Greece,None,Business,3,1,5,,1,5,4,5,7,6,No,10.0,
SUR002979,PAX00033139,FL0005598,2023-04-27,Premium Economy,Singapore,Frequent Traveller,Other,9,8,8,,7,7,8,3,10,1,Yes,0.0,Clean and comfortable cabin
SUR002980,PAX00028827,FL0007062,2023-09-26,Economy,Netherlands,None,Visiting Family,3,4,4,,5,4,5,10,7,3,No,7.0,Wifi was too slow for work
SUR002981,PAX00033239,FL0003033,2022-07-31,Economy,Spain,Frequent Traveller,Leisure,5,6,4,,5,3,7,2,6,6,Maybe,8.0,Smooth connection at Frankfurt hub
SUR002982,PAX00038624,FL0010822,2024-06-26,Economy,Austria,None,Leisure,8/10,6,9,,9,7,6,9,5,7,Yes,10.0,Business class seat was outstanding
SUR002983,PAX00037049,FL0007000,2023-06-15,Economy,Italy,Frequent Traveller,Other,7,7,9,,7,4,9,1,9,10,Yes,3.0,
SUR002984,PAX00041830,FL0005946,2023-06-23,Premium Economy,Italy,Senator,Visiting Family,3,2,4,,1,2,1,3,5,8,No,1.0,Baggage took too long at arrival
SUR002985,PAX00033451,FL0008926,2024-03-06,Economy,Switzerland,Senator,Other,6,5,5,,6,4,8,10,8,1,Maybe,4.0,Flight was delayed but communication was good
SUR002986,PAX00029914,FL0004840,2023-01-08,Economy,Germany,None,Other,2,2,2,,2,2,2,7,9,3,No,2.0,Baggage took too long at arrival
SUR002987,PAX00022849,FL0004504,2023-02-17,Economy,Greece,None,Leisure,4,2,5,,3,5,5,7,9,9,No,,
SUR002988,PAX00040373,FL0004397,2022-10-06,Business,Switzerland,Frequent Traveller,Other,9,7,8,2.0,8,7,8,4,5,5,Yes,7.0,Flight was delayed but communication was good
SUR002989,PAX00007969,FL0001263,2022-02-06,Economy,Canada,None,Leisure,1,2,2,,3,3,1,8,2,6,No,7.0,
SUR002990,PAX00031316,FL0008156,2024-01-08,Economy,Austria,HON Circle,Leisure,4,4,4,,6,1,2,8,8,6,No,3.0,Flight was delayed but communication was good
SUR002991,PAX00010662,FL0000269,2021-09-09,Economy,Turkey,None,Leisure,2,2,2,,1,4,4,5,9,1,No,7.0,
SUR002992,PAX00040498,FL0007786,2023-11-12,Economy,Sweden,HON Circle,Leisure,3,3,1,,2,5,4,6,2,8,No,2.0,Clean and comfortable cabin
SUR002993,PAX00025901,FL0002174,2022-05-17,Economy,Portugal,None,Visiting Family,1,3,3,,2,2,3,3,5,4,No,,Business class seat was outstanding
SUR002994,PAX00002136,FL0009809,2024-06-05,Economy,Netherlands,Frequent Traveller,Visiting Family,5,7,6,,5,4,4,5,10,7,Maybe,6.0,
SUR002995,PAX00012659,FL0004939,2022-12-12,Business,Greece,HON Circle,Leisure,7,5,7,1.0,9,9,6,5,6,7,Yes,9.0,Excellent Lufthansa service as always
SUR002996,PAX00038755,FL0010973,2024-04-20,Economy,Thailand,None,Leisure,5,5,4,,6,3,7,4,1,6,Maybe,1.0,Smooth connection at Frankfurt hub
SUR002997,PAX00005745,FL0002538,2022-08-02,Economy,Portugal,None,Leisure,3,5,3,,5,3,1,9,4,7,No,5.0,Cabin crew was very professional
SUR002998,PAX00041023,FL0008017,2023-10-28,Economy,Singapore,None,Business,10,8,9,,9,10,8,3,2,7,Yes,2.0,Smooth connection at Frankfurt hub
SUR002999,PAX00017439,FL0009123,2023-12-29,Business,India,Frequent Traveller,Leisure,7,8,9,7.0,9,7,9,2,3,10,Yes,7.0,Business class seat was outstanding
SUR003000,PAX00018336,FL0007074,2023-11-01,Economy,United States,None,Other,3,3,5,,5,3,3,6,2,2,No,0.0,Food quality has improved
SUR003001,PAX00036246,FL0001412,2022-01-26,Business,Belgium,Frequent Traveller,Business,4,3,2,8.0,6,5,2,7,3,10,No,0.0,Food quality has improved
SUR003002,PAX00032232,FL0003768,2022-10-13,Economy,Belgium,None,Business,8,6,8,,6,10,9,2,1,8,Yes,1.0,Smooth connection at Frankfurt hub
SUR003003,PAX00001489,FL0004497,2023-02-11,Economy,Netherlands,HON Circle,Business,7,8,8,,6,7,7,10,10,8,Yes,0.0,Clean and comfortable cabin
SUR003004,PAX00035659,FL0002296,2022-05-27,Economy,Austria,HON Circle,Leisure,1,3,1,,2,2,1,8,6,6,No,0.0,Wifi was too slow for work
SUR003005,PAX00022027,FL0007201,2023-10-15,Economy,Portugal,None,Other,7,9,8,,5,6,8,7,10,4,Yes,8.0,Baggage took too long at arrival
SUR003006,PAX00024313,FL0004098,2022-12-22,Economy,Greece,None,Visiting Family,1,1,3,,2,3,1,2,1,4,No,2.0,
SUR003007,PAX00009674,FL0010220,2024-04-08,Economy,United States,HON Circle,Visiting Family,7,6,8,,5,6,9,5,6,2,Yes,1.0,Business class seat was outstanding
SUR003008,PAX00029322,FL0009931,2024-05-25,Economy,UAE,Frequent Traveller,Leisure,4,4,6,,6,2,2,7,4,6,No,5.0,
SUR003009,PAX00023683,FL0000875,2022-04-24,Economy,United States,None,Business,7,6,9,,5,8,7,2,7,4,Yes,6.0,
SUR003010,PAX00009317,FL0007541,2023-11-26,Economy,Thailand,Senator,Leisure,9,7,7,,10,7,10,5,3,2,Yes,,
SUR003011,PAX00002531,FL0010133,2024-02-18,Economy,Singapore,HON Circle,Visiting Family,1,2,1,,3,1,2,10,4,3,No,7.0,Smooth connection at Frankfurt hub
SUR003012,PAX00006203,FL0007393,2023-08-06,Premium Economy,United States,Senator,Business,6,4,8,,7,6,8,4,1,9,Maybe,8.0,Long queues at security in Frankfurt
SUR003013,PAX00026175,FL0007867,2023-09-01,Economy,Netherlands,None,Business,4,2,2,,2,2,5,8,3,10,No,1.0,Food quality has improved
SUR003014,PAX00010038,FL0010596,2024-04-24,Economy,Denmark,None,Visiting Family,3,5,4,,3,1,2,9,6,9,No,2.0,Excellent Lufthansa service as always
SUR003015,PAX00010042,FL0010596,2024-04-12,Business,Thailand,HON Circle,Business,9,8,9,2.0,10,8,9,5,7,7,Yes,8.0,Wifi was too slow for work
SUR003016,PAX00037548,FL0002264,2022-03-09,Premium Economy,Austria,HON Circle,Leisure,1,1,3,,2,1,2,3,9,5,No,4.0,Long queues at security in Frankfurt
SUR003017,PAX00005236,FL0011753,2024-07-23,Economy,Italy,None,Leisure,9,9,8,,10,10,9,1,6,6,Yes,9.0,
SUR003018,PAX00018472,FL0007010,2023-08-08,Business,Germany,None,Visiting Family,6,7,7,10.0,4,8,6,3,9,1,Maybe,10.0,Excellent Lufthansa service as always
SUR003019,PAX00028398,FL0003406,2022-07-28,Economy,India,Senator,Other,6,4,6,,6,6,4,2,5,5,Maybe,8.0,
SUR003020,PAX00015908,FL0000007,2021-12-10,Premium Economy,South Africa,None,Business,3,4,1,,5,2,1,3,2,3,No,7.0,Baggage took too long at arrival
SUR003021,PAX00036817,FL0003178,2022-07-23,Economy,Spain,None,Business,3,5,1,,3,2,5,4,4,4,No,3.0,
SUR003022,PAX00040659,FL0006938,2023-06-01,Economy,France,HON Circle,Other,9,7,9,,10,10,10,5,6,2,Yes,8.0,Excellent Lufthansa service as always
SUR003023,PAX00033941,FL0008334,15/03/2024,Economy,Sweden,None,Other,6,6,8,,8,7,5,5,5,1,Maybe,1.0,Business class seat was outstanding
SUR003024,PAX00024379,FL0002364,2022-06-28,Economy,Italy,None,Other,4,5,4,,5,4,5,10,9,7,No,3.0,
SUR003025,PAX00011356,FL0007663,08/11/2023,Economy,Austria,None,Leisure,1,1,1,,1,2,3,5,3,7,No,1.0,Baggage took too long at arrival
SUR003026,PAX00029395,FL0007500,2023-09-23,Economy,Turkey,Frequent Traveller,Business,8,10,7,,7,9,6,10,6,4,Yes,7.0,Cabin crew was very professional
SUR003027,PAX00011381,FL0003864,2022-08-14,Premium Economy,Switzerland,None,Business,1,2,2,,2,2,2,4,6,3,No,0.0,Smooth connection at Frankfurt hub
SUR003028,PAX00016586,FL0009536,2024-02-08,Economy,Turkey,None,Leisure,4,4,4,,2,5,3,1,2,6,No,5.0,Smooth connection at Frankfurt hub
SUR003029,PAX00035614,FL0011096,2024-08-14,Economy,Poland,None,Leisure,3,3,2,,1,4,1,9,1,3,No,9.0,
SUR003030,PAX00011926,FL0008408,2024-02-06,Economy,France,Frequent Traveller,Leisure,10,10,8,,10,9,10,8,6,1,Yes,3.0,Food quality has improved
SUR003031,PAX00037057,FL0001906,2022-06-10,Economy,Switzerland,None,Other,9,7,8,,7,7,7,4,7,8,Yes,7.0,Smooth connection at Frankfurt hub
SUR003032,PAX00005962,FL0005370,2023-04-28,Economy,United States,None,Leisure,1,1,2,,3,3,1,2,2,5,No,1.0,Business class seat was outstanding
SUR003033,PAX00017256,FL0004381,2022-10-17,Economy,Canada,None,Other,1,2,3,,1,1,1,9,10,1,No,8.0,Smooth connection at Frankfurt hub
SUR003034,PAX00000555,FL0002988,2022-10-14,Economy,Denmark,Frequent Traveller,Visiting Family,7,5,8,,8,5,8,4,9,7,Yes,1.0,Long queues at security in Frankfurt
SUR003035,PAX00002056,FL0001876,23/03/2022,Economy,Germany,Frequent Traveller,Business,3,1,1,,5,1,1,6,4,8,No,1.0,Wifi was too slow for work
SUR003036,PAX00033825,FL0001877,2022-02-15,Economy,United States,None,Other,3,2,2,,1,4,4,9,2,6,No,5.0,Flight was delayed but communication was good
SUR003037,PAX00029295,FL0010586,2024-03-15,Economy,Germany,Frequent Traveller,Leisure,3,4,1,,1,1,3,1,9,7,No,7.0,
SUR003038,PAX00012706,FL0004336,31/03/2023,Economy,Portugal,Frequent Traveller,Other,3,1,2,,5,3,1,5,8,9,No,5.0,Flight was delayed but communication was good
SUR003039,PAX00006037,FL0008275,2024-02-10,Premium Economy,Portugal,HON Circle,Visiting Family,2,1,1,,2,1,1,2,7,4,No,2.0,Wifi was too slow for work
SUR003040,PAX00009724,FL0009089,2024-03-31,Economy,Italy,Senator,Visiting Family,1/10,3,2,,2,2,1,2,5,6,No,3.0,Wifi was too slow for work
SUR003041,PAX00000790,FL0011517,2024-05-18,Business,United States,None,Visiting Family,2,2,2,5.0,1,2,2,6,9,4,No,2.0,Baggage took too long at arrival
SUR003042,PAX00036363,FL0001169,2022-01-22,Economy,United States,None,Business,6,4,6,,7,6,5,3,1,5,Maybe,0.0,Baggage took too long at arrival
SUR003043,PAX00005859,FL0005890,2023-07-16,Economy,Germany,None,Business,3,5,1,,3,1,4,4,2,6,No,4.0,Business class seat was outstanding
SUR003044,PAX00033965,FL0001015,2022-02-19,Economy,Italy,None,Business,1,1,3,,3,2,3,5,4,1,No,0.0,Clean and comfortable cabin
SUR003045,PAX00039897,FL0005217,04/02/2023,Economy,Germany,None,Business,10,9,10,,8,10,10,9,8,6,Yes,5.0,
SUR003046,PAX00004354,FL0008712,2023-10-25,Business,China,None,Other,6,7,8,10.0,8,5,4,7,8,5,Maybe,10.0,Smooth connection at Frankfurt hub
SUR003047,PAX00012328,FL0011180,2024-07-07,Economy,United States,Senator,Leisure,1,1,3,,1,2,3,3,10,5,No,7.0,
SUR003048,PAX00028427,FL0007219,2023-07-03,Economy,Denmark,None,Business,7,7,9,,5,6,8,3,4,6,Yes,0.0,Wifi was too slow for work
SUR003049,PAX00033154,FL0008096,2024-01-28,Premium Economy,Turkey,None,Other,1,2,1,,1,1,1,1,3,4,No,6.0,Flight was delayed but communication was good
SUR003050,PAX00016199,FL0007820,2023-11-27,Economy,Greece,Frequent Traveller,Business,5,7,3,,7,4,6,10,6,4,Maybe,1.0,Cabin crew was very professional
SUR003051,PAX00029367,FL0000384,2021-10-05,Economy,Canada,None,Leisure,10,8,9,,8,8,9,2,7,3,Yes,6.0,Long queues at security in Frankfurt
SUR003052,PAX00015560,FL0008973,2024-01-05,Business,Greece,Senator,Business,10,10,10,2.0,10,7,10,10,7,1,Yes,10.0,Business class seat was outstanding
SUR003053,PAX00018432,FL0002873,2022-05-28,Business,Austria,Frequent Traveller,Leisure,5,6,5,7.0,3,7,6,10,10,6,Maybe,0.0,Excellent Lufthansa service as always
SUR003054,PAX00036012,FL0002709,2022-05-20,Business,Thailand,Senator,Leisure,2,2,4,10.0,4,2,1,3,6,6,No,,
SUR003055,PAX00010529,FL0012118,2024-07-24,Premium Economy,Switzerland,None,Business,8,7,6,,6,8,10,7,9,10,Yes,6.0,Cabin crew was very professional
SUR003056,PAX00042178,FL0010904,2024-04-15,Economy,Italy,Frequent Traveller,Visiting Family,6,4,4,,8,8,4,4,9,4,Maybe,7.0,Long queues at security in Frankfurt
SUR003057,PAX00033191,FL0004713,2023-01-18,Economy,Germany,None,Leisure,6,4,7,,8,7,7,1,10,5,Maybe,2.0,Long queues at security in Frankfurt
SUR003058,PAX00037968,FL0009389,2024-04-14,Economy,United Kingdom,Senator,Visiting Family,3,1,5,,5,1,3,1,1,1,No,1.0,Clean and comfortable cabin
SUR003059,PAX00017519,FL0002240,2022-04-19,Business,Austria,Senator,Other,4,4,4,5.0,2,6,5,2,6,5,No,7.0,
SUR003060,PAX00036365,FL0001169,2022-01-19,Economy,Singapore,Frequent Traveller,Leisure,5,6,7,,3,3,7,7,6,4,Maybe,5.0,Flight was delayed but communication was good
SUR003061,PAX00040240,FL0007689,2023-11-01,Economy,France,None,Business,6,7,8,,4,3,8,7,10,1,Maybe,7.0,
SUR003062,PAX00009838,FL0004788,2022-12-29,Economy,Poland,HON Circle,Other,2,3,4,,1,2,3,5,7,8,No,4.0,Baggage took too long at arrival
SUR003063,PAX00008524,FL0005961,2023-05-15,Premium Economy,India,HON Circle,Visiting Family,3,3,5,,3,2,4,8,1,8,No,7.0,
SUR003064,PAX00023384,FL0004291,2023-03-14,Economy,Spain,Frequent Traveller,Leisure,9,9,8,,8,6,8,8,5,8,Yes,10.0,Smooth connection at Frankfurt hub
SUR003065,PAX00027274,FL0005098,2023-05-20,Economy,Brazil,HON Circle,Other,1,1,3,,1,2,1,2,3,8,No,9.0,Cabin crew was very professional
SUR003066,PAX00014939,FL0010348,2024-07-03,Economy,Germany,None,Leisure,4,3,4,,4,1,2,10,3,2,No,5.0,Business class seat was outstanding
SUR003067,PAX00031671,FL0008405,2023-10-09,Economy,Japan,None,Business,5,3,3,,6,3,5,4,7,10,Maybe,6.0,Clean and comfortable cabin
SUR003068,PAX00038330,FL0011316,2024-07-19,Economy,Denmark,None,Other,5,3,4,,4,3,6,1,9,1,Maybe,5.0,Flight was delayed but communication was good
